sample_name	Number.of.input.reads	Average.input.read.length	Uniquely.mapped.reads.number	Uniquely.mapped.reads..	Average.mapped.length	Number.of.splices..Total	Number.of.splices..Annotated..sjdb.	Number.of.splices..GT.AG	Number.of.splices..GC.AG	Number.of.splices..AT.AC	Number.of.splices..Non.canonical	Mismatch.rate.per.base...	Deletion.rate.per.base	Deletion.average.length	Insertion.rate.per.base	Insertion.average.length	Number.of.reads.mapped.to.multiple.loci	X..of.reads.mapped.to.multiple.loci	Number.of.reads.mapped.to.too.many.loci	X..of.reads.mapped.to.too.many.loci	Number.of.reads.unmapped..too.many.mismatches	X..of.reads.unmapped..too.many.mismatches	Number.of.reads.unmapped..too.short	X..of.reads.unmapped..too.short	Number.of.reads.unmapped..other	X..of.reads.unmapped..other	num_fq_sets
KICH-KL-8335-TP	96312737	96	86470130	89.78%	95.26	13419174	13280090	13298518	100273	11160	9223	0.19%	0.00%	1.31	0.01%	1.18	7276611	7.56%	26108	0.03%	535	0.00%	2515522	2.61%	23831	0.02%	2
BRCA-A8-A085-TP	120392544	100	106233081	88.24%	98.94	23744794	23563193	23529014	171148	18757	25875	0.40%	0.00%	1.44	0.01%	1.24	6036542	5.01%	42726	0.04%	2279	0.00%	8027465	6.67%	50451	0.04%	2
BRCA-AC-A2BK-TP	71426612	96	65318855	91.45%	95.13	15795177	15607074	15662408	107481	13880	11408	0.19%	0.00%	1.45	0.01%	1.19	3742305	5.24%	31540	0.04%	381	0.00%	2270014	3.18%	63517	0.09%	2
LGG-HT-8109-TP	77128434	96	70675340	91.63%	95.1	11625862	11502120	11522589	86503	9883	6887	0.35%	0.00%	1.37	0.01%	1.23	3345254	4.34%	22544	0.03%	518	0.00%	3062032	3.97%	22746	0.03%	2
THCA-ET-A3DW-TP	84275799	96	75426724	89.50%	95	14867474	14746506	14745434	95216	11059	15765	0.22%	0.00%	1.48	0.01%	1.19	5596513	6.64%	20858	0.02%	493	0.00%	3213606	3.81%	17605	0.02%	2
HNSC-CR-7402-TP	105466393	96	93057291	88.23%	95.04	19469093	18532333	19313759	125584	15724	14026	0.41%	0.00%	1.33	0.01%	1.2	6386488	6.06%	39815	0.04%	1364	0.00%	5903486	5.60%	77949	0.07%	2
LIHC-DD-A116-TP	62743222	100	56838799	90.59%	99.26	11476775	11363842	11400780	65416	5796	4783	0.26%	0.00%	1.39	0.01%	1.2	4038958	6.44%	9623	0.02%	311	0.00%	1842740	2.94%	12791	0.02%	2
GBM-76-4932-TP	63074073	152	52704369	83.56%	149.92	21280433	21088863	21111160	135233	18779	15261	0.98%	0.01%	1.38	0.01%	1.48	2993295	4.75%	9734	0.02%	50559	0.08%	7307939	11.59%	8177	0.01%	2
PAAD-HZ-A8P0-TP	55065637	96	44270451	80.40%	95.18	7236006	7125078	7174328	48635	5279	7764	0.25%	0.00%	1.37	0.01%	1.21	3345328	6.08%	25487	0.05%	534	0.00%	7403135	13.44%	20702	0.04%	2
UCEC-AJ-A3I9-TP	64935410	96	57296815	88.24%	95.11	12514445	12418736	12412201	78042	12345	11857	0.39%	0.00%	1.43	0.01%	1.19	4994355	7.69%	20919	0.03%	418	0.00%	2603484	4.01%	19419	0.03%	2
MESO-3U-A98F-TP	68461096	96	61988380	90.55%	95.12	15647359	15512317	15516640	103433	17252	10034	0.18%	0.00%	1.53	0.01%	1.2	4421136	6.46%	32568	0.05%	720	0.00%	1984673	2.90%	33619	0.05%	2
KIRP-UN-AAZ9-TP	79416213	96	72680335	91.52%	95.12	15221003	15089104	15077436	118063	12888	12616	0.28%	0.00%	1.46	0.01%	1.21	4172450	5.25%	23560	0.03%	546	0.00%	2507889	3.16%	31433	0.04%	2
THCA-EL-A4K7-TP	56136486	96	45098793	80.34%	95.13	8936685	8866265	8873920	46924	5535	10306	0.21%	0.00%	1.52	0.01%	1.19	5865394	10.45%	17433	0.03%	296	0.00%	5123326	9.13%	31244	0.06%	2
STAD-BR-8369-TP	125378919	150	100274364	79.98%	148.46	26287676	25877081	26009864	209741	20175	47896	0.63%	0.01%	1.54	0.01%	1.38	9418168	7.51%	94644	0.08%	37405	0.03%	15485934	12.35%	68404	0.05%	2
PAAD-2L-AAQL-TP	48559979	96	41273699	85.00%	95.15	7958774	7886245	7903554	43171	4669	7380	0.21%	0.00%	1.45	0.01%	1.23	2690107	5.54%	16276	0.03%	373	0.00%	4565997	9.40%	13527	0.03%	2
ESCA-IG-A7DP-TP	108317745	150	62303645	57.52%	147.35	22208814	20008260	21974432	145736	14155	74491	0.73%	0.01%	1.39	0.01%	1.45	5575443	5.15%	109467	0.10%	96687	0.09%	40211591	37.12%	20912	0.02%	2
HNSC-P3-A5QA-TP	67990571	96	62817074	92.39%	95.19	13080094	12962811	12979208	82984	10297	7605	0.27%	0.00%	1.44	0.01%	1.22	3725256	5.48%	20969	0.03%	459	0.00%	1391089	2.05%	35724	0.05%	2
PRAD-KK-A7AW-TP	45952517	96	37880784	82.43%	95.1	7737835	7680629	7692237	29221	4988	11389	0.27%	0.00%	1.44	0.01%	1.19	4716971	10.26%	11351	0.02%	333	0.00%	3331603	7.25%	11475	0.02%	2
HNSC-BA-6870-TP	102952264	96	88929746	86.38%	95.04	18827590	17643819	18698329	106665	11783	10813	0.40%	0.00%	1.44	0.00%	1.22	7563369	7.35%	35619	0.03%	1047	0.00%	6386512	6.20%	35971	0.03%	2
SKCM-BF-AAP2-TP	75790720	96	67419132	88.95%	95.13	15330596	15184150	15209522	100176	12081	8817	0.28%	0.00%	1.43	0.00%	1.21	4346112	5.73%	23951	0.03%	526	0.00%	3979980	5.25%	21019	0.03%	2
BRCA-B6-A0I5-TP	61409583	100	53933688	87.83%	99.18	10551539	10466763	10472355	53838	6662	18684	0.20%	0.01%	1.35	0.01%	1.23	4830837	7.87%	20992	0.03%	798	0.00%	2606906	4.25%	16362	0.03%	2
CESC-EA-A3HR-TP	99865792	96	89152926	89.27%	95.08	19261546	19058986	19107059	122618	16433	15436	0.23%	0.00%	1.44	0.01%	1.19	6279659	6.29%	38933	0.04%	988	0.00%	4323577	4.33%	69709	0.07%	2
OV-23-1027-TP	199470064	150	153304331	76.86%	147.64	69268691	68640674	68634343	460513	60862	112973	0.76%	0.01%	1.53	0.01%	1.48	22860088	11.46%	87066	0.04%	67501	0.03%	23123622	11.59%	27456	0.01%	2
CESC-VS-A958-TP	44531789	96	40701015	91.40%	95.15	9162871	9012081	9092246	57044	6916	6665	0.24%	0.00%	1.42	0.00%	1.2	2438032	5.47%	25282	0.06%	349	0.00%	1341376	3.01%	25735	0.06%	2
UCEC-AX-A0IU-TP	31515522	76	26793573	85.02%	74.41	5328308	5256805	5283944	34184	4075	6105	0.41%	0.01%	1.53	0.01%	1.38	3431526	10.89%	29515	0.09%	0	0.00%	1243222	3.94%	17686	0.06%	1
UCEC-EO-A22R-TP	25237578	76	21878286	86.69%	74.71	4602715	4548835	4562189	32597	3937	3992	0.47%	0.01%	1.59	0.01%	1.32	2315069	9.17%	23047	0.09%	0	0.00%	1008912	4.00%	12264	0.05%	1
KIRC-B4-5836-TP	77273510	100	70003245	90.59%	99.04	15698899	15496493	15553851	121110	13030	10908	0.32%	0.00%	1.46	0.01%	1.22	4390294	5.68%	15304	0.02%	771	0.00%	2840931	3.68%	22965	0.03%	2
STAD-B7-5818-TP	90194502	150	44128493	48.93%	148.27	21643288	21332888	21418880	156495	16727	51186	0.64%	0.00%	1.05	0.01%	1.56	18128536	20.10%	37634	0.04%	73828	0.08%	27814731	30.84%	11280	0.01%	2
SKCM-DA-A1I8-TM	91031623	96	83770575	92.02%	95.16	18158182	17953552	17998135	133786	14617	11644	0.19%	0.00%	1.5	0.01%	1.21	3710128	4.08%	38394	0.04%	1243	0.00%	3461812	3.80%	49471	0.05%	2
BLCA-DK-A1AC-TP	78291323	96	71018701	90.71%	95.06	15784170	15519578	15646022	113728	13614	10806	0.25%	0.00%	1.44	0.01%	1.21	4883508	6.24%	31986	0.04%	576	0.00%	2305823	2.95%	50729	0.06%	2
PAAD-HZ-A4BH-TP	55462582	96	50647636	91.32%	95.18	10127938	10010124	10044037	69448	7311	7142	0.20%	0.00%	1.52	0.01%	1.22	2510299	4.53%	27232	0.05%	436	0.00%	2091054	3.77%	185925	0.34%	2
LUAD-55-7570-TP	63065342	96	55220852	87.56%	94.72	10704686	10477134	10603331	83677	9663	8015	0.51%	0.00%	1.45	0.01%	1.2	3778793	5.99%	27189	0.04%	595	0.00%	4015332	6.37%	22581	0.04%	2
THYM-XH-A853-TP	69118859	96	61457662	88.92%	95.17	14184804	14024130	14077171	86674	10770	10189	0.22%	0.00%	1.47	0.01%	1.21	4867324	7.04%	29771	0.04%	495	0.00%	2724403	3.94%	39204	0.06%	2
KIRC-B0-4813-TP	56343702	100	47757982	84.76%	99.29	6550741	6444146	6495537	39934	4417	10853	0.21%	0.01%	1.39	0.01%	1.23	4118675	7.31%	39734	0.07%	1282	0.00%	4390577	7.79%	35452	0.06%	2
BRCA-BH-A0DP-TP	62459103	100	55400263	88.70%	99.1	13180853	13047399	13061202	87309	9217	23125	0.23%	0.00%	1.42	0.01%	1.25	3413351	5.46%	27088	0.04%	679	0.00%	3593197	5.75%	24525	0.04%	2
KIRP-2Z-A9J1-TP	61023993	96	53132083	87.07%	95.19	8948873	8848051	8871766	61734	7477	7896	0.21%	0.00%	1.36	0.01%	1.17	3574822	5.86%	20021	0.03%	495	0.00%	4279272	7.01%	17300	0.03%	2
BRCA-BH-A18N-TP	71491750	100	66203751	92.60%	99.14	14267086	14130167	14127744	115906	11410	12026	0.30%	0.00%	1.39	0.01%	1.23	3314257	4.64%	32034	0.04%	605	0.00%	1908023	2.67%	33080	0.05%	2
LUAD-35-5375-TP	30942454	96	26854037	86.79%	95.03	7227020	7113505	7183252	34044	4796	4928	0.29%	0.00%	1.37	0.01%	1.18	3232843	10.45%	5654	0.02%	186	0.00%	844328	2.73%	5406	0.02%	2
LUAD-75-5147-TP	92369711	96	81368370	88.09%	95.09	20206810	19678789	20037280	135447	18793	15290	0.22%	0.00%	1.4	0.01%	1.2	6583747	7.13%	27599	0.03%	689	0.00%	4331024	4.69%	58282	0.06%	2
LUSC-43-A56U-TP	65127389	96	52905117	81.23%	94.91	9310294	7700720	9243135	51713	6437	9009	0.46%	0.00%	1.33	0.00%	1.21	5699370	8.75%	32625	0.05%	1670	0.00%	6458649	9.92%	29958	0.05%	2
LIHC-G3-A3CI-TP	59453003	96	54181522	91.13%	95.15	12031839	11896591	11963340	59297	4357	4845	0.21%	0.00%	1.35	0.00%	1.16	3747663	6.30%	10457	0.02%	288	0.00%	1495902	2.52%	17171	0.03%	2
CESC-EK-A2R7-TP	89276811	96	78694678	88.15%	94.64	15399958	14906047	15278115	95337	13786	12720	0.25%	0.00%	1.43	0.01%	1.2	5708707	6.39%	38177	0.04%	710	0.00%	4786165	5.36%	48374	0.05%	2
KICH-KO-8403-TP	99084357	96	87974847	88.79%	95.21	11153021	11047182	11058823	76572	8702	8924	0.30%	0.00%	1.42	0.01%	1.18	7911357	7.98%	40702	0.04%	481	0.00%	3138589	3.17%	18381	0.02%	2
KIRP-B9-4116-TP	76414867	100	68071768	89.08%	99.14	10893384	10751824	10787164	85637	10569	10014	0.26%	0.01%	1.48	0.01%	1.25	4081246	5.34%	65893	0.09%	1581	0.00%	4125059	5.40%	69320	0.09%	2
UCEC-AJ-A8CW-TP	62719722	96	53551403	85.38%	95.09	11453003	11316933	11357941	74557	11522	8983	0.29%	0.01%	1.46	0.01%	1.2	5158621	8.22%	33799	0.05%	694	0.00%	3946632	6.29%	28573	0.05%	2
THYM-ZB-A96E-TP	57821702	96	49482218	85.58%	95.11	11372202	11223971	11281465	72658	9185	8894	0.21%	0.00%	1.45	0.01%	1.2	4810113	8.32%	29433	0.05%	530	0.00%	3453057	5.97%	46351	0.08%	2
THCA-IM-A3EB-TP	91902552	96	83143670	90.47%	95.11	17819801	17455132	17681037	110113	13361	15290	0.24%	0.00%	1.46	0.01%	1.2	5550345	6.04%	15012	0.02%	591	0.00%	3176168	3.46%	16766	0.02%	2
COAD-AA-A00J-TP	27639197	76	22360149	80.90%	74.23	4395538	4354746	4353202	34581	3491	4264	0.37%	0.01%	1.88	0.01%	1.3	2872857	10.39%	27234	0.10%	0	0.00%	2363624	8.55%	15333	0.06%	1
BLCA-ZF-AA4R-TP	44012723	96	40081656	91.07%	95.23	7495804	7407158	7436021	46764	6270	6749	0.15%	0.01%	1.48	0.01%	1.37	2195778	4.99%	20045	0.05%	341	0.00%	1681186	3.82%	33717	0.08%	2
STAD-D7-5578-TP	80632969	150	61023406	75.68%	148.29	32704729	30937870	32408541	223735	27041	45412	0.51%	0.00%	1.03	0.00%	1.49	7681704	9.53%	27965	0.03%	411624	0.51%	11431006	14.18%	57264	0.07%	2
THCA-EL-A3ZP-NT	71360618	96	64595527	90.52%	94.84	13702240	13438857	13600314	81711	9892	10323	0.27%	0.00%	1.42	0.01%	1.21	3472779	4.87%	30173	0.04%	679	0.00%	3234582	4.53%	26878	0.04%	2
BRCA-BH-A204-NT	88906083	100	79222701	89.11%	99.18	14349556	14210147	14237293	93934	9256	9073	0.33%	0.00%	1.39	0.01%	1.22	5147030	5.79%	22283	0.03%	787	0.00%	4489641	5.05%	23641	0.03%	2
HNSC-CV-7089-TP	78413100	96	71329063	90.97%	95.09	16412348	16219039	16290515	98519	11521	11793	0.28%	0.00%	1.59	0.00%	1.2	4377215	5.58%	27028	0.03%	610	0.00%	2647086	3.38%	32098	0.04%	2
LGG-HT-8011-TP	77167840	96	70695564	91.61%	95.14	13391262	13253527	13271832	98417	12288	8725	0.19%	0.00%	1.46	0.01%	1.21	4380894	5.68%	34306	0.04%	896	0.00%	2022432	2.62%	33748	0.04%	2
LUSC-51-4080-NT	182276239	100	156999201	86.13%	99.11	36160174	35737617	35894539	213519	24082	28034	0.32%	0.00%	1.45	0.00%	1.23	17077051	9.37%	56453	0.03%	2245	0.00%	8088048	4.44%	53241	0.03%	2
THCA-CE-A27D-TP	113422363	96	102215744	90.12%	95.1	20715811	20213776	20556081	128583	15552	15595	0.33%	0.00%	1.47	0.00%	1.24	7237099	6.38%	28566	0.03%	480	0.00%	3909896	3.45%	30578	0.03%	2
BRCA-E9-A226-TP	80120462	100	68205666	85.13%	99.17	12550734	12435121	12443659	84485	12061	10529	0.22%	0.01%	1.47	0.01%	1.26	3173840	3.96%	29045	0.04%	1131	0.00%	8613967	10.75%	96813	0.12%	2
THCA-FE-A234-TP	95682526	96	87870762	91.84%	95.04	18577663	18420650	18427508	118989	13942	17224	0.22%	0.00%	1.47	0.01%	1.19	5254409	5.49%	23460	0.02%	667	0.00%	2508442	2.62%	24786	0.03%	2
BRCA-A2-A4RX-TP	43633997	96	39836661	91.30%	95.13	8881845	8757601	8811329	58370	6015	6131	0.19%	0.00%	1.46	0.01%	1.22	2085499	4.78%	22216	0.05%	356	0.00%	1654447	3.79%	34818	0.08%	2
HNSC-CN-5374-TP	58854459	96	52806053	89.72%	95.21	11170634	10970982	11082610	73140	7875	7009	0.20%	0.00%	1.42	0.01%	1.2	4272250	7.26%	33410	0.06%	440	0.00%	1701593	2.89%	40713	0.07%	2
BRCA-BH-A0HA-TP	62799707	100	56267624	89.60%	99.04	11962546	11856666	11873297	68379	7773	13097	0.31%	0.01%	1.66	0.01%	1.29	3936042	6.27%	16801	0.03%	697	0.00%	2562918	4.08%	15625	0.02%	2
GBM-06-0745-TP	76923717	152	61145085	79.49%	150.69	24529950	24254403	24338110	146195	24583	21062	0.67%	0.01%	1.37	0.01%	1.49	9359025	12.17%	19886	0.03%	39174	0.05%	6356344	8.26%	4203	0.01%	2
LIHC-ED-A4XI-TP	65987407	96	59846251	90.69%	95.12	13566312	13431640	13463341	91118	5804	6049	0.28%	0.00%	1.39	0.00%	1.17	3638725	5.51%	11039	0.02%	311	0.00%	2479320	3.76%	11761	0.02%	2
PRAD-XQ-A8TB-TP	62638786	96	56309848	89.90%	95.14	12006930	11902881	11902964	85236	9701	9029	0.25%	0.00%	1.42	0.01%	1.18	4276301	6.83%	25206	0.04%	566	0.00%	1995986	3.19%	30879	0.05%	2
KIRC-B0-4823-TP	74481962	100	67039163	90.01%	99.08	15852226	15668123	15706860	120244	11755	13367	0.23%	0.00%	1.4	0.01%	1.25	4634625	6.22%	13638	0.02%	800	0.00%	2777160	3.73%	16576	0.02%	2
PRAD-EJ-5503-TP	106522291	96	98327608	92.31%	95.18	21165919	20949774	20960942	168736	18154	18087	0.20%	0.00%	1.48	0.01%	1.2	5355323	5.03%	36055	0.03%	883	0.00%	2758192	2.59%	44230	0.04%	2
LUSC-66-2765-TP	86211741	100	76369353	88.58%	99.01	21324326	20881707	21154696	142208	14967	12455	0.24%	0.00%	1.39	0.00%	1.23	6405985	7.43%	18193	0.02%	1102	0.00%	3382995	3.92%	34113	0.04%	2
TGCT-WZ-A8D5-TP	65447424	96	57685691	88.14%	95.24	12377601	11995087	12280605	77232	12043	7721	0.20%	0.00%	1.4	0.01%	1.2	5412362	8.27%	76895	0.12%	614	0.00%	2144117	3.28%	127745	0.20%	2
PRAD-EJ-5506-TP	81242222	96	72412436	89.13%	95.09	14180091	14039633	14044785	112186	12077	11043	0.35%	0.00%	1.44	0.01%	1.2	4397593	5.41%	26847	0.03%	882	0.00%	4365781	5.37%	38683	0.05%	2
LIHC-2Y-A9H2-TP	59430834	96	52675096	88.63%	95.27	8905514	8792347	8823901	67373	7185	7055	0.19%	0.00%	1.42	0.01%	1.21	3867572	6.51%	27346	0.05%	464	0.00%	2830570	4.76%	29786	0.05%	2
BLCA-CF-A47W-TP	74088723	96	64850921	87.53%	94.89	12744310	12644055	12653359	73606	7639	9706	0.32%	0.00%	1.37	0.01%	1.21	6382188	8.61%	23562	0.03%	505	0.00%	2811620	3.79%	19927	0.03%	2
LAML-AB-2844-TB	77459828	100	55770844	72.00%	99.09	6647078	6510095	6571028	61560	6050	8440	0.47%	0.00%	1.52	0.01%	1.23	4709691	6.08%	110476	0.14%	1428	0.00%	15536833	20.06%	1330556	1.72%	2
PRAD-EJ-5494-TP	64443916	96	58692544	91.08%	95.17	12971563	12846579	12845548	104201	11950	9864	0.23%	0.00%	1.43	0.01%	1.19	3857521	5.99%	16979	0.03%	388	0.00%	1851289	2.87%	25195	0.04%	2
KIRP-2Z-A9JD-TP	59726125	96	53149736	88.99%	95.15	9484074	9376127	9399127	69791	7596	7560	0.35%	0.01%	1.23	0.00%	1.2	4540403	7.60%	13512	0.02%	369	0.00%	2004160	3.36%	17945	0.03%	2
THCA-DJ-A2Q6-TP	111303075	96	101635246	91.31%	95.26	20383549	20158662	20217546	135215	14450	16338	0.20%	0.00%	1.44	0.01%	1.21	5895728	5.30%	33974	0.03%	694	0.00%	3699985	3.32%	37448	0.03%	2
UCEC-AJ-A3NC-TP	61509056	96	54790381	89.08%	95.2	10408262	10309565	10318473	69034	8425	12330	0.23%	0.00%	1.43	0.01%	1.21	4625258	7.52%	29060	0.05%	488	0.00%	2036601	3.31%	27268	0.04%	2
LUSC-33-AASI-TP	59402976	96	46745090	78.69%	94.98	9631010	9416225	9560021	56637	7307	7045	0.60%	0.00%	1.4	0.01%	1.2	3897078	6.56%	18726	0.03%	509	0.00%	8706205	14.66%	35368	0.06%	2
BRCA-A8-A07I-TP	61931089	100	53526562	86.43%	99.18	12780226	12552748	12667038	93127	10408	9653	0.30%	0.00%	1.45	0.00%	1.28	2451531	3.96%	22565	0.04%	614	0.00%	5899365	9.53%	30452	0.05%	2
LUAD-73-7499-TP	78622803	96	69072763	87.85%	95.12	14132417	13712344	14014752	90680	12027	14958	0.28%	0.01%	1.42	0.01%	1.21	5803840	7.38%	26954	0.03%	729	0.00%	3683475	4.68%	35042	0.04%	2
HNSC-BB-4224-TP	69202387	96	62103561	89.74%	95.3	9833904	9690319	9763479	54132	8374	7919	0.19%	0.01%	1.51	0.01%	1.19	4886020	7.06%	47017	0.07%	1011	0.00%	2083880	3.01%	80898	0.12%	2
ESCA-LN-A5U6-TP	133532219	150	113667813	85.12%	147.9	46770557	46143167	46318310	336819	35608	79820	0.49%	0.01%	1.53	0.01%	1.51	8480169	6.35%	87778	0.07%	57378	0.04%	11175542	8.37%	63539	0.05%	2
COAD-A6-6780-TP	54977506	96	49268670	89.62%	95.11	11542540	11425407	11445705	74159	9993	12683	0.26%	0.01%	1.57	0.01%	1.18	3928691	7.15%	16204	0.03%	465	0.00%	1747622	3.18%	15854	0.03%	2
LGG-S9-A7QZ-TP	74008581	96	66300432	89.58%	95.19	10614981	10482920	10521170	77326	8916	7569	0.26%	0.00%	1.37	0.01%	1.21	4232156	5.72%	38379	0.05%	748	0.00%	3404252	4.60%	32614	0.04%	2
BRCA-A8-A09C-TP	81906084	100	73346090	89.55%	99.07	15443524	15280461	15301212	113268	13258	15786	0.33%	0.00%	1.4	0.01%	1.26	5375668	6.56%	33763	0.04%	977	0.00%	3110299	3.80%	39287	0.05%	2
LUAD-91-8497-TP	44563518	96	38734859	86.92%	95.1	7717298	7429613	7654191	49739	5486	7882	0.24%	0.00%	1.42	0.01%	1.21	2922998	6.56%	21910	0.05%	604	0.00%	2862027	6.42%	21120	0.05%	2
BLCA-UY-A78L-TP	67999700	96	62079467	91.29%	95.04	13382593	13266082	13282256	79588	10715	10034	0.33%	0.00%	1.46	0.01%	1.22	3632024	5.34%	22506	0.03%	480	0.00%	2245948	3.30%	19275	0.03%	2
KIRC-B8-5163-TP	105408110	95	96553413	91.60%	94.14	22126944	21766406	21939905	157697	14257	15085	0.30%	0.00%	1.5	0.00%	1.2	5563025	5.28%	22924	0.02%	658	0.00%	3241333	3.08%	26757	0.03%	2
LAML-AB-2979-TB	71865432	100	54684864	76.09%	99.04	9864383	9566809	9770788	74286	8244	11065	0.31%	0.01%	1.49	0.00%	1.26	6235840	8.68%	69158	0.10%	1134	0.00%	8997358	12.52%	1877078	2.61%	2
LIHC-5C-AAPD-TP	51754908	96	46141072	89.15%	95.12	10333563	9791629	10274941	49160	5263	4199	0.25%	0.00%	1.37	0.00%	1.16	3370965	6.51%	11867	0.02%	521	0.00%	2216660	4.28%	13823	0.03%	2
BRCA-BH-A0BJ-NT	63392900	100	57225163	90.27%	99.03	13897221	13775937	13782608	94171	9786	10656	0.55%	0.00%	1.4	0.01%	1.22	3835983	6.05%	26658	0.04%	552	0.00%	2280027	3.60%	24517	0.04%	2
KIRC-BP-4975-TP	121691399	100	107805270	88.59%	99.08	25009537	24749817	24772782	199972	17991	18792	0.34%	0.00%	1.42	0.01%	1.22	8258477	6.79%	40871	0.03%	2073	0.00%	5539414	4.55%	45294	0.04%	2
THCA-DE-A7U5-TP	49516101	96	44149873	89.16%	95.19	9197297	8940996	9126817	55688	6241	8551	0.19%	0.00%	1.4	0.01%	1.22	2958154	5.97%	15587	0.03%	466	0.00%	2374671	4.80%	17350	0.04%	2
CESC-JX-A3Q0-TP	68916425	96	62342061	90.46%	95.06	13824852	13648732	13711885	91141	11690	10136	0.38%	0.00%	1.45	0.00%	1.22	4262351	6.18%	34218	0.05%	706	0.00%	2248325	3.26%	28764	0.04%	2
SKCM-D3-A8GK-TM	56570555	96	49794743	88.02%	95.07	11940480	11837080	11836485	85572	11056	7367	0.24%	0.00%	1.38	0.00%	1.19	3491578	6.17%	12891	0.02%	447	0.00%	3259075	5.76%	11821	0.02%	2
GBM-41-2572-TP	69007868	152	45034365	65.26%	150.43	17229445	17062376	17101096	99011	14684	14654	0.77%	0.01%	1.31	0.00%	1.53	3287917	4.76%	16120	0.02%	55221	0.08%	20607413	29.86%	6832	0.01%	2
BRCA-AR-A250-TP	99838310	100	91152769	91.30%	99.15	19702516	19480896	19534792	136167	15316	16241	0.23%	0.01%	1.49	0.01%	1.25	4444733	4.45%	30162	0.03%	1343	0.00%	4156212	4.16%	53091	0.05%	2
KIRP-KV-A74V-TP	69758112	96	61304842	87.88%	95.08	11962432	11842165	11864854	76653	10330	10595	0.37%	0.00%	1.41	0.01%	1.22	4462526	6.40%	25625	0.04%	489	0.00%	3944410	5.65%	20220	0.03%	2
THCA-DJ-A2QB-TP	78832482	96	71721090	90.98%	95.26	13765893	13670151	13658536	85030	9564	12763	0.21%	0.01%	1.37	0.01%	1.2	4857642	6.16%	15287	0.02%	362	0.00%	2220549	2.82%	17552	0.02%	2
CESC-VS-A9UD-TP	30128734	96	27310635	90.65%	95.2	5197793	5052404	5161186	28742	3740	4125	0.24%	0.00%	1.43	0.01%	1.22	1792254	5.95%	18268	0.06%	165	0.00%	990480	3.29%	16932	0.06%	2
GBM-19-4065-TR	56670181	152	46928801	82.81%	149.93	17220313	17065480	17082786	111977	12212	13338	0.98%	0.01%	1.4	0.01%	1.64	1950760	3.44%	10731	0.02%	48332	0.09%	7722112	13.63%	9445	0.02%	2
BRCA-JL-A3YW-TP	86944443	96	76512151	88.00%	95.14	16898597	16639696	16770176	101968	10858	15595	0.24%	0.00%	1.44	0.01%	1.25	4842552	5.57%	31739	0.04%	896	0.00%	5510526	6.34%	46579	0.05%	2
BRCA-BH-A0AW-TP	53458004	100	46628616	87.22%	99.13	10927498	10760106	10849596	62956	7162	7784	0.25%	0.00%	1.42	0.01%	1.27	3363580	6.29%	12034	0.02%	328	0.00%	3437086	6.43%	16360	0.03%	2
BLCA-ZF-AA5N-TP	24352465	96	21181018	86.98%	95.11	5093918	5053902	5057943	29392	3593	2990	0.20%	0.00%	1.44	0.01%	1.21	2554775	10.49%	7991	0.03%	226	0.00%	602792	2.48%	5663	0.02%	2
PRAD-CH-5744-TP	124429926	96	113461987	91.19%	95.21	22025221	21811648	21823610	167328	18784	15499	0.27%	0.00%	1.48	0.01%	1.19	5868250	4.72%	49451	0.04%	933	0.00%	4995291	4.01%	54014	0.04%	2
LGG-TM-A84B-TP	83388742	96	77250585	92.64%	95.19	14529231	14361886	14388902	119678	11933	8718	0.26%	0.00%	1.45	0.01%	1.2	3525524	4.23%	33662	0.04%	764	0.00%	2544884	3.05%	33323	0.04%	2
PCPG-P8-A6RY-TP	54584947	96	46093248	84.44%	95.15	6067550	6014193	6016046	40207	4579	6718	0.52%	0.00%	1.26	0.00%	1.19	5409801	9.91%	11752	0.02%	341	0.00%	3063271	5.61%	6534	0.01%	2
UCEC-D1-A169-TP	33754602	76	29674518	87.91%	75.17	7703952	7613895	7654729	36524	5252	7447	0.44%	0.00%	1.71	0.00%	1.64	2783991	8.25%	17246	0.05%	0	0.00%	1268784	3.76%	10063	0.03%	1
LUAD-86-A4P8-TP	65027282	96	57501451	88.43%	95.2	9614290	9484006	9540550	59019	6436	8285	0.31%	0.00%	1.46	0.01%	1.21	3635430	5.59%	43440	0.07%	658	0.00%	3807635	5.86%	38668	0.06%	2
UCEC-D1-A16F-TP	33862507	76	29340450	86.65%	74.44	6323708	6259722	6271860	41036	4749	6063	0.40%	0.01%	1.58	0.01%	1.31	3224630	9.52%	28386	0.08%	0	0.00%	1258547	3.72%	10494	0.03%	1
THCA-FY-A3WA-TP	95912400	96	88861988	92.65%	95.16	18415542	18177661	18268421	118385	13855	14881	0.24%	0.00%	1.44	0.01%	1.23	4155482	4.33%	59725	0.06%	937	0.00%	2776987	2.90%	57281	0.06%	2
TGCT-2G-AAFL-TP	49435342	96	41938053	84.83%	95.15	8789163	8494468	8721378	54040	8210	5535	0.22%	0.01%	1.3	0.01%	1.22	3647427	7.38%	36676	0.07%	399	0.00%	3757662	7.60%	55125	0.11%	2
KIRC-CZ-5463-NT	95719713	100	86692498	90.57%	99.16	18735710	18547829	18562720	143498	15385	14107	0.28%	0.00%	1.43	0.01%	1.21	4510796	4.71%	18869	0.02%	630	0.00%	4476122	4.68%	20798	0.02%	2
