sample_name	virus	seqlen	mapped	chim_reads	n_bases_covered	frac_covered	tissue_id
CORL88_LUNG	NC_001501_8332nt_Moloney_murine_leukemia_virus	8332	100	0	1810	0.217	LUNG
CORL88_LUNG	NC_001702_8135nt_Murine_type_C_retrovirus	8135	152	0	1567	0.193	LUNG
EWS502_BONE	NC_001436_8507nt_Human_T_cell_leukemia_virus_type_I	8507	142	0	4207	0.495	BONE
EWS502_BONE	NC_006430_15246nt_Mammalian_orthorubulavirus_5	15246	160	0	6928	0.454	BONE
HT55_LARGE_INTESTINE	NC_001436_8507nt_Human_T_cell_leukemia_virus_type_I	8507	118	0	3468	0.408	LARGE_INTESTINE
HT55_LARGE_INTESTINE	NC_006430_15246nt_Mammalian_orthorubulavirus_5	15246	132	0	5529	0.363	LARGE_INTESTINE
TT2609C02_THYROID	NC_001501_8332nt_Moloney_murine_leukemia_virus	8332	195	0	4903	0.588	THYROID
T3M10_LUNG	NC_001501_8332nt_Moloney_murine_leukemia_virus	8332	257	0	5377	0.645	LUNG
MDAPCA2B_PROSTATE	NC_001702_8135nt_Murine_type_C_retrovirus	8135	400	0	6179	0.76	PROSTATE
HEKTE_KIDNEY	NC_001669_5243nt_Macaca_mulatta_polyomavirus_1	5243	92980	2946	2522	0.481	KIDNEY
HEKTE_KIDNEY	NC_001436_8507nt_Human_T_cell_leukemia_virus_type_I	8507	140	0	3999	0.47	KIDNEY
HEKTE_KIDNEY	NC_006430_15246nt_Mammalian_orthorubulavirus_5	15246	144	0	6781	0.445	KIDNEY
HEKTE_KIDNEY	NC_007815_8197nt_PreXMRV_1	8197	1381	41	3086	0.376	KIDNEY
HEKTE_KIDNEY	NC_001501_8332nt_Moloney_murine_leukemia_virus	8332	99186	16133	3068	0.368	KIDNEY
HEKTE_KIDNEY	NC_001702_8135nt_Murine_type_C_retrovirus	8135	1141	0	2402	0.295	KIDNEY
HEKTE_KIDNEY	NC_001362_8323nt_Friend_murine_leukemia_virus	8323	1755	0	1440	0.173	KIDNEY
SNU886_LIVER	NC_003977_3182nt_Hepatitis_B_virus	3182	4841	267	2751	0.865	LIVER
SNU886_LIVER	NC_001501_8332nt_Moloney_murine_leukemia_virus	8332	96	0	3988	0.479	LIVER
SET2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NC_001702_8135nt_Murine_type_C_retrovirus	8135	300	0	7391	0.909	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
DU145_PROSTATE	NC_007815_8197nt_PreXMRV_1	8197	1482	8	6458	0.788	PROSTATE
DU145_PROSTATE	NC_006430_15246nt_Mammalian_orthorubulavirus_5	15246	420	0	9363	0.614	PROSTATE
DU145_PROSTATE	NC_001702_8135nt_Murine_type_C_retrovirus	8135	362	0	2416	0.297	PROSTATE
DU145_PROSTATE	NC_001501_8332nt_Moloney_murine_leukemia_virus	8332	284	0	1975	0.237	PROSTATE
DU145_PROSTATE	NC_001362_8323nt_Friend_murine_leukemia_virus	8323	100	0	1269	0.152	PROSTATE
COLO741_SKIN	NC_001702_8135nt_Murine_type_C_retrovirus	8135	298	0	7283	0.895	SKIN
COLO741_SKIN	NC_006430_15246nt_Mammalian_orthorubulavirus_5	15246	52	0	3159	0.207	SKIN
5637_URINARY_TRACT	NC_007815_8197nt_PreXMRV_1	8197	314	0	5206	0.635	URINARY_TRACT
5637_URINARY_TRACT	NC_006430_15246nt_Mammalian_orthorubulavirus_5	15246	74	0	4458	0.292	URINARY_TRACT
5637_URINARY_TRACT	NC_001501_8332nt_Moloney_murine_leukemia_virus	8332	68	0	1924	0.231	URINARY_TRACT
5637_URINARY_TRACT	NC_001702_8135nt_Murine_type_C_retrovirus	8135	62	0	1507	0.185	URINARY_TRACT
KASUMI6_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NC_001702_8135nt_Murine_type_C_retrovirus	8135	177	0	5273	0.648	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
LOUCY_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NC_001702_8135nt_Murine_type_C_retrovirus	8135	109	0	5244	0.645	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
LOUCY_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NC_001669_5243nt_Macaca_mulatta_polyomavirus_1	5243	52	0	566	0.108	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
OVK18_OVARY	NC_001436_8507nt_Human_T_cell_leukemia_virus_type_I	8507	112	0	3523	0.414	OVARY
OVK18_OVARY	NC_001702_8135nt_Murine_type_C_retrovirus	8135	68	0	3297	0.405	OVARY
RL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NC_001702_8135nt_Murine_type_C_retrovirus	8135	277	0	7241	0.89	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
MESSA_SOFT_TISSUE	NC_001702_8135nt_Murine_type_C_retrovirus	8135	121	0	5173	0.636	SOFT_TISSUE
MESSA_SOFT_TISSUE	NC_001669_5243nt_Macaca_mulatta_polyomavirus_1	5243	74	0	578	0.11	SOFT_TISSUE
NCIH596_LUNG	NC_001436_8507nt_Human_T_cell_leukemia_virus_type_I	8507	89	0	3034	0.357	LUNG
CAMA1_BREAST	NC_001702_8135nt_Murine_type_C_retrovirus	8135	326	0	4706	0.578	BREAST
CAMA1_BREAST	NC_007815_8197nt_PreXMRV_1	8197	77	0	2784	0.34	BREAST
CAMA1_BREAST	NC_001501_8332nt_Moloney_murine_leukemia_virus	8332	76	0	1188	0.143	BREAST
COLO792_SKIN	NC_001702_8135nt_Murine_type_C_retrovirus	8135	355	0	4895	0.602	SKIN
COLO792_SKIN	NC_007815_8197nt_PreXMRV_1	8197	82	0	2191	0.267	SKIN
COLO792_SKIN	NC_001501_8332nt_Moloney_murine_leukemia_virus	8332	62	0	1472	0.177	SKIN
NCIH1355_LUNG	NC_001436_8507nt_Human_T_cell_leukemia_virus_type_I	8507	67	0	3068	0.361	LUNG
CL11_LARGE_INTESTINE	NC_001702_8135nt_Murine_type_C_retrovirus	8135	258	0	3910	0.481	LARGE_INTESTINE
CL11_LARGE_INTESTINE	NC_007815_8197nt_PreXMRV_1	8197	70	0	2357	0.288	LARGE_INTESTINE
HCC1500_BREAST	NC_001702_8135nt_Murine_type_C_retrovirus	8135	349	0	4760	0.585	BREAST
HCC1500_BREAST	NC_007815_8197nt_PreXMRV_1	8197	97	0	3152	0.385	BREAST
HCC1500_BREAST	NC_001501_8332nt_Moloney_murine_leukemia_virus	8332	72	0	1319	0.158	BREAST
HPBALL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NC_001436_8507nt_Human_T_cell_leukemia_virus_type_I	8507	166	0	5419	0.637	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
