TCGA	sample_id	seqtype	chrom	virus	contig	sample_region_expr	mean_region_expr	log2_fold_change	expr_quantile	region_gene_list
CESC	CESC-VS-A9UL-TP	RNA	chr11	HPV18	chr11~102952174~+~HPV18~234~-	23.50	14.33	0.71	0.99	MMP13^ENSG00000137745.10
CESC	CESC-VS-A9UL-TP	RNA	chr11	HPV18	chr11~102952473~+~HPV18~3549~-	23.50	14.33	0.71	0.99	MMP13^ENSG00000137745.10
CESC	CESC-VS-A9UL-TP	RNA	chr11	HPV18	chr11~102949505~+~HPV18~931~-	23.50	14.33	0.71	0.99	MMP13^ENSG00000137745.10
CESC	CESC-VS-A9UL-TP	RNA	chr11	HPV18	chr11~102949143~+~HPV18~235~-	23.50	14.33	0.71	0.99	MMP13^ENSG00000137745.10
CESC	CESC-VS-A9UL-TP	RNA	chr11	HPV18	HPV18~4731~-~chr11~102780914~+	48.46	43.52	0.16	0.72	WTAPP1^ENSG00000255282.5,MMP10^ENSG00000166670.8,MMP1^ENSG00000196611.4
CESC	CESC-VS-A9UL-TP	RNA	chr11	HPV18	chr11~102782353~+~HPV18~3083~-	48.46	43.52	0.16	0.72	WTAPP1^ENSG00000255282.5,MMP10^ENSG00000166670.8,MMP1^ENSG00000196611.4
CESC	CESC-C5-A3HD-TP	RNA	chr1	HPV16	chr1~113763921~+~HPV16~881~-	0.00	31.39	-11.62	0.00	PHTF1^ENSG00000116793.14,RSBN1^ENSG00000081019.12
CESC	CESC-C5-A3HD-TP	RNA	chr1	HPV16	HPV16~2123~-~chr1~113797900~+	0.00	15.96	-10.64	0.00	RSBN1^ENSG00000081019.12
CESC	CESC-C5-A3HD-TP	RNA	chr1	HPV16	HPV16~3357~-~chr1~113797921~+	0.00	15.96	-10.64	0.00	RSBN1^ENSG00000081019.12
CESC	CESC-C5-A3HD-TP	RNA	chr1	HPV16	HPV16~3357~-~chr1~113811709~+	0.00	36.84	-11.85	0.00	RSBN1^ENSG00000081019.12,RP5-1073O3.2^ENSG00000231128.4,PTPN22^ENSG00000134242.14
CESC	CESC-C5-A3HD-TP	RNA	chr1	HPV16	HPV16~2117~-~chr1~113811250~+	0.00	36.84	-11.85	0.00	RSBN1^ENSG00000081019.12,RP5-1073O3.2^ENSG00000231128.4,PTPN22^ENSG00000134242.14
CESC	CESC-C5-A3HD-TP	RNA	chr1	HPV16	chr1~113763986~+~HPV16~1618~-	0.00	31.39	-11.62	0.00	PHTF1^ENSG00000116793.14,RSBN1^ENSG00000081019.12
CESC	CESC-C5-A3HD-TP	RNA	chr1	HPV16	HPV16~1061~+~chr1~113804836~+	0.00	36.84	-11.85	0.00	RSBN1^ENSG00000081019.12,RP5-1073O3.2^ENSG00000231128.4,PTPN22^ENSG00000134242.14
CESC	CESC-C5-A3HD-TP	RNA	chr7	HPV16	HPV16~3427~-~chr7~114071475~+	0.00	0.49	-5.65	0.33	PPP1R3A^ENSG00000154415.6
CESC	CESC-C5-A3HD-TP	RNA	chr1	HPV16	HPV16~3357~-~chr1~113757698~+	0.00	31.39	-11.62	0.00	PHTF1^ENSG00000116793.14,RSBN1^ENSG00000081019.12
CESC	CESC-C5-A3HD-TP	RNA	chr1	HPV16	chr1~113821648~+~HPV16~3233~+	0.00	36.84	-11.85	0.00	RSBN1^ENSG00000081019.12,RP5-1073O3.2^ENSG00000231128.4,PTPN22^ENSG00000134242.14
CESC	CESC-C5-A3HD-TP	RNA	chr1	HPV16	chr1~113757758~+~HPV16~700~-	0.00	31.39	-11.62	0.00	PHTF1^ENSG00000116793.14,RSBN1^ENSG00000081019.12
CESC	CESC-C5-A3HD-TP	RNA	chr1	HPV16	chr1~113819657~+~HPV16~231~-	0.00	36.84	-11.85	0.00	RSBN1^ENSG00000081019.12,RP5-1073O3.2^ENSG00000231128.4,PTPN22^ENSG00000134242.14
CESC	CESC-C5-A3HD-TP	RNA	chr1	HPV16	chr1~113758734~+~HPV16~227~-	0.00	31.39	-11.62	0.00	PHTF1^ENSG00000116793.14,RSBN1^ENSG00000081019.12
CESC	CESC-C5-A3HD-TP	RNA	chr1	HPV16	HPV16~2117~-~chr1~113758658~+	0.00	31.39	-11.62	0.00	PHTF1^ENSG00000116793.14,RSBN1^ENSG00000081019.12
CESC	CESC-C5-A3HD-TP	RNA	chr1	HPV16	chr1~113814971~+~HPV16~234~-	0.00	36.84	-11.85	0.00	RSBN1^ENSG00000081019.12,RP5-1073O3.2^ENSG00000231128.4,PTPN22^ENSG00000134242.14
CESC	CESC-C5-A3HD-TP	RNA	chr1	HPV16	HPV16~3352~-~chr1~113758658~+	0.00	31.39	-11.62	0.00	PHTF1^ENSG00000116793.14,RSBN1^ENSG00000081019.12
CESC	CESC-C5-A3HD-TP	RNA	chr1	HPV16	HPV16~2708~-~chr1~113797921~+	0.00	15.96	-10.64	0.00	RSBN1^ENSG00000081019.12
CESC	CESC-C5-A3HD-TP	RNA	chr1	HPV16	chr1~113760776~+~HPV16~227~-	0.00	31.39	-11.62	0.00	PHTF1^ENSG00000116793.14,RSBN1^ENSG00000081019.12
CESC	CESC-C5-A3HD-TP	RNA	chr7	HPV16	chr7~114095840~+~HPV16~2819~-	0.00	11.08	-10.12	0.01	FOXP2^ENSG00000128573.21
CESC	CESC-C5-A3HD-TP	RNA	chr1	HPV16	HPV16~2708~-~chr1~113811709~+	0.00	36.84	-11.85	0.00	RSBN1^ENSG00000081019.12,RP5-1073O3.2^ENSG00000231128.4,PTPN22^ENSG00000134242.14
CESC	CESC-C5-A3HD-TP	RNA	chr1	HPV16	chr1~113763986~+~HPV16~4987~+	0.00	31.39	-11.62	0.00	PHTF1^ENSG00000116793.14,RSBN1^ENSG00000081019.12
CESC	CESC-C5-A3HD-TP	RNA	chr1	HPV16	chr1~113763959~+~HPV16~176~-	0.00	31.39	-11.62	0.00	PHTF1^ENSG00000116793.14,RSBN1^ENSG00000081019.12
CESC	CESC-C5-A3HD-TP	RNA	chr7	HPV16	HPV16~408~-~chr7~114075625~+	0.00	0.49	-5.65	0.52	PPP1R3A^ENSG00000154415.6
CESC	CESC-C5-A3HD-TP	RNA	chr7	HPV16	chr7~114094662~+~HPV16~332~-	0.00	11.08	-10.12	0.02	FOXP2^ENSG00000128573.21
CESC	CESC-C5-A3HD-TP	RNA	chr1	HPV16	HPV16~783~+~chr1~113758658~+	0.00	31.39	-11.62	0.00	PHTF1^ENSG00000116793.14,RSBN1^ENSG00000081019.12
CESC	CESC-C5-A3HD-TP	RNA	chr1	HPV16	chr1~113815473~+~HPV16~3354~+	0.00	36.84	-11.85	0.00	RSBN1^ENSG00000081019.12,RP5-1073O3.2^ENSG00000231128.4,PTPN22^ENSG00000134242.14
CESC	CESC-C5-A3HD-TP	RNA	chr1	HPV16	chr1~113798039~+~HPV16~861~-	0.00	15.96	-10.64	0.00	RSBN1^ENSG00000081019.12
CESC	CESC-C5-A3HD-TP	RNA	chr1	HPV16	HPV16~578~+~chr1~113757698~+	0.00	31.39	-11.62	0.00	PHTF1^ENSG00000116793.14,RSBN1^ENSG00000081019.12
CESC	CESC-Q1-A6DW-TP	RNA	chr20	HPV16	chr20~14580439~+~HPV16~881~-	14.29	13.84	0.05	0.74	MACROD2^ENSG00000172264.15,MACROD2-IT1^ENSG00000227927.2
CESC	CESC-Q1-A6DW-TP	RNA	chr20	HPV16	chr20~14580623~+~HPV16~2092~-	14.29	13.84	0.05	0.74	MACROD2^ENSG00000172264.15,MACROD2-IT1^ENSG00000227927.2
CESC	CESC-Q1-A6DW-TP	RNA	chr20	HPV16	chr20~14580439~+~HPV16~227~-	14.29	13.84	0.05	0.74	MACROD2^ENSG00000172264.15,MACROD2-IT1^ENSG00000227927.2
CESC	CESC-Q1-A6DW-TP	RNA	chr20	HPV16	HPV16~882~+~chr20~14580313~+	14.29	13.84	0.05	0.74	MACROD2^ENSG00000172264.15,MACROD2-IT1^ENSG00000227927.2
CESC	CESC-Q1-A6DW-TP	RNA	chr20	HPV16	chr20~14579913~+~HPV16~860~-	14.29	13.84	0.05	0.74	MACROD2^ENSG00000172264.15,MACROD2-IT1^ENSG00000227927.2
CESC	CESC-Q1-A6DW-TP	RNA	chr6	HPV16	chr6~107030108~+~HPV16~3357~+	16.92	17.32	-0.03	0.22	C6orf203^ENSG00000130349.8
CESC	CESC-EA-A3QD-TP	RNA	chrX	HPV16	chrX~156010508~+~HPV16~2037~-	31.02	14.77	1.07	1.00	IL9R^ENSG00000124334.15,WASIR1^ENSG00000185203.10
CESC	CESC-EA-A3QD-TP	RNA	chrY	HPV16	chrY~57197028~+~HPV16~2037~-	0.00	0.00	0.00	0.64	IL9R^ENSGR0000124334.15,WASIR1^ENSGR0000185203.10
CESC	CESC-EA-A3QD-TP	RNA	chr16	HPV16	HPV16~2037~+~chr16~29237~+	28.61	21.47	0.41	0.99	WASIR2^ENSG00000231439.4,IL9RP3^ENSG00000226942.2
CESC	CESC-EA-A3QD-TP	RNA	chrY	HPV16	HPV16~3357~-~chrY~57189939~+	0.00	0.00	0.00	0.64	IL9R^ENSGR0000124334.15
CESC	CESC-EA-A3QD-TP	RNA	chrX	HPV16	HPV16~3357~-~chrX~156003419~+	21.53	11.52	0.90	1.00	IL9R^ENSG00000124334.15
CESC	CESC-EA-A3QD-TP	RNA	chrY	HPV16	chrY~57196477~+~HPV16~881~-	0.00	0.00	0.00	0.43	IL9R^ENSGR0000124334.15,WASIR1^ENSGR0000185203.10
CESC	CESC-EA-A3QD-TP	RNA	chrX	HPV16	chrX~156009957~+~HPV16~881~-	31.02	14.77	1.07	1.00	IL9R^ENSG00000124334.15,WASIR1^ENSG00000185203.10
CESC	CESC-EA-A3QD-TP	RNA	chr8	HPV16	chr8~127620614~+~HPV16~3230~+	0.00	8.47	-9.73	0.15	AC108925.1^ENSG00000279524.1
CESC	CESC-EA-A3QD-TP	RNA	chr16	HPV16	HPV16~1903~-~chr16~29237~+	28.61	21.47	0.41	0.99	WASIR2^ENSG00000231439.4,IL9RP3^ENSG00000226942.2
CESC	CESC-EA-A3QD-TP	RNA	chr8	HPV16	HPV16~884~+~chr8~127636171~+	0.00	8.47	-9.73	0.17	AC108925.1^ENSG00000279524.1
CESC	CESC-EA-A3QD-TP	RNA	chr16	HPV16	HPV16~881~+~chr16~29791~+	28.61	21.47	0.41	0.99	WASIR2^ENSG00000231439.4,IL9RP3^ENSG00000226942.2
CESC	CESC-EA-A3QD-TP	RNA	chr4	HPV16	chr4~190096824~+~HPV16~3390~+	0.00	0.00	0.00	0.40	DUX4L3^ENSG00000281627.1,AC126281.6^ENSG00000277451.1,DUX4L2^ENSG00000280457.1,AC126281.4^ENSG00000275622.1
CESC	CESC-EA-A3QD-TP	RNA	chrY	HPV16	chrY~57197028~+~HPV16~1903~+	0.00	0.00	0.00	0.57	IL9R^ENSGR0000124334.15,WASIR1^ENSGR0000185203.10
CESC	CESC-EA-A3QD-TP	RNA	chrX	HPV16	chrX~156010508~+~HPV16~1903~+	31.02	14.77	1.07	1.00	IL9R^ENSG00000124334.15,WASIR1^ENSG00000185203.10
CESC	CESC-EA-A3QD-TP	RNA	chrY	HPV16	chrY~57196517~+~HPV16~2007~-	0.00	0.00	0.00	0.30	IL9R^ENSGR0000124334.15,WASIR1^ENSGR0000185203.10
CESC	CESC-EA-A3QD-TP	RNA	chrX	HPV16	chrX~156009997~+~HPV16~2007~-	31.02	14.77	1.07	1.00	IL9R^ENSG00000124334.15,WASIR1^ENSG00000185203.10
LIHC	LIHC-DD-AADD-TP	RNA	chr12	HBV	chr12~56861119~+~NC_003977_3182nt_Hepatitis_B_virus~1675~-	11.60	9.38	0.31	0.79	RP11-74M13.4^ENSG00000258679.1,RP11-74M13.3^ENSG00000258816.1,SNORA48^ENSG00000212383.1
LIHC	LIHC-DD-AADD-TP	RNA	chr7	HBV	NC_003977_3182nt_Hepatitis_B_virus~795~+~chr7~137036532~+	0.00	2.36	-7.89	0.37	AC009264.1^ENSG00000234352.8
CESC	CESC-C5-A3HF-TP	RNA	chr8	HPV18	HPV18~930~+~chr8~127712343~+	17.61	8.28	1.09	1.00	CASC11^ENSG00000249375.6
CESC	CESC-C5-A3HF-TP	RNA	chr8	HPV18	HPV18~661~+~chr8~127710996~+	17.61	8.28	1.09	1.00	CASC11^ENSG00000249375.6
CESC	CESC-C5-A3HF-TP	RNA	chr8	HPV18	HPV18~930~+~chr8~127687770~+	17.61	8.28	1.09	1.00	CASC11^ENSG00000249375.6
CESC	CESC-C5-A3HF-TP	RNA	chr8	HPV18	HPV18~234~+~chr8~127712343~+	17.61	8.28	1.09	1.00	CASC11^ENSG00000249375.6
CESC	CESC-C5-A3HF-TP	RNA	chr8	HPV18	HPV18~1241~+~chr8~127733923~+	38.75	27.70	0.48	1.00	CASC11^ENSG00000249375.6,MYC^ENSG00000136997.13
CESC	CESC-FU-A3WB-TP	RNA	chr3	HPV16	HPV16~881~+~chr3~58163153~+	39.53	31.45	0.33	1.00	FLNB^ENSG00000136068.13,FLNB-AS1^ENSG00000244161.1
CESC	CESC-FU-A3WB-TP	RNA	chr3	HPV16	HPV16~227~+~chr3~58163153~+	39.53	31.45	0.33	1.00	FLNB^ENSG00000136068.13,FLNB-AS1^ENSG00000244161.1
CESC	CESC-FU-A3WB-TP	RNA	chr3	HPV16	HPV16~231~+~chr3~58168436~+	39.53	31.45	0.33	1.00	FLNB^ENSG00000136068.13,FLNB-AS1^ENSG00000244161.1
CESC	CESC-FU-A3WB-TP	RNA	chr3	HPV16	chr3~58162247~+~HPV16~3685~+	39.53	31.45	0.33	1.00	FLNB^ENSG00000136068.13,FLNB-AS1^ENSG00000244161.1
CESC	CESC-FU-A3WB-TP	RNA	chr3	HPV16	chr3~58174978~+~HPV16~884~-	39.53	31.45	0.33	1.00	FLNB^ENSG00000136068.13,FLNB-AS1^ENSG00000244161.1
CESC	CESC-FU-A3WB-TP	RNA	chr3	HPV16	chr3~58174976~+~HPV16~227~-	39.53	31.45	0.33	1.00	FLNB^ENSG00000136068.13,FLNB-AS1^ENSG00000244161.1
CESC	CESC-FU-A3WB-TP	RNA	chr3	HPV16	HPV16~1762~+~chr3~58162257~+	39.53	31.45	0.33	1.00	FLNB^ENSG00000136068.13,FLNB-AS1^ENSG00000244161.1
CESC	CESC-FU-A3WB-TP	RNA	chr3	HPV16	chr3~58159687~+~HPV16~525~+	39.53	31.45	0.33	1.00	FLNB^ENSG00000136068.13,FLNB-AS1^ENSG00000244161.1
CESC	CESC-FU-A3WB-TP	RNA	chr3	HPV16	chr3~58159687~+~HPV16~5638~+	39.53	31.45	0.33	1.00	FLNB^ENSG00000136068.13,FLNB-AS1^ENSG00000244161.1
CESC	CESC-MA-AA3W-TP	RNA	chr10	HPV16	chr10~101136930~+~HPV16~881~-	39.32	9.95	1.98	1.00	TLX1NB^ENSG00000236311.5,TLX1^ENSG00000107807.11
CESC	CESC-MA-AA3W-TP	RNA	chr10	HPV16	chr10~101138939~+~HPV16~1749~-	39.32	9.95	1.98	1.00	TLX1NB^ENSG00000236311.5,TLX1^ENSG00000107807.11
CESC	CESC-MA-AA3W-TP	RNA	chr10	HPV16	chr10~101127099~+~HPV16~881~-	39.32	9.95	1.98	1.00	TLX1NB^ENSG00000236311.5,TLX1^ENSG00000107807.11
CESC	CESC-MA-AA3W-TP	RNA	chr10	HPV16	chr10~101115246~+~HPV16~877~-	18.55	2.98	2.63	1.00	TLX1NB^ENSG00000236311.5
HNSC	HNSC-CV-6961-TP	RNA	chr21	HPV16	HPV16~881~+~chr21~38819502~+	22.16	20.39	0.12	1.00	ETS2^ENSG00000157557.10
HNSC	HNSC-CV-6961-TP	RNA	chr21	HPV16	chr21~38814982~+~HPV16~5638~+	22.16	20.39	0.12	1.00	ETS2^ENSG00000157557.10
HNSC	HNSC-CV-6961-TP	RNA	chr21	HPV16	HPV16~227~+~chr21~38819502~+	22.16	20.39	0.12	1.00	ETS2^ENSG00000157557.10
HNSC	HNSC-CV-6961-TP	RNA	chr21	HPV16	chr21~38814393~+~HPV16~5582~+	22.16	20.39	0.12	1.00	ETS2^ENSG00000157557.10
HNSC	HNSC-CV-6961-TP	RNA	chr21	HPV16	HPV16~228~+~chr21~38821582~+	22.16	20.39	0.12	1.00	ETS2^ENSG00000157557.10
HNSC	HNSC-CV-6961-TP	RNA	chr21	HPV16	HPV16~2622~+~chr21~38818703~+	22.16	20.39	0.12	1.00	ETS2^ENSG00000157557.10
HNSC	HNSC-CV-6961-TP	RNA	chr21	HPV16	HPV16~228~+~chr21~38822671~+	22.16	20.39	0.12	1.00	ETS2^ENSG00000157557.10
HNSC	HNSC-CV-6961-TP	RNA	chr21	HPV16	chr21~38813115~+~HPV16~5636~+	22.16	20.39	0.12	1.00	ETS2^ENSG00000157557.10
HNSC	HNSC-CV-6961-TP	RNA	chr21	HPV16	chr21~38814982~+~HPV16~3357~+	22.16	20.39	0.12	1.00	ETS2^ENSG00000157557.10
HNSC	HNSC-CV-6961-TP	RNA	chr21	HPV16	chr21~38821705~+~HPV16~3357~+	22.16	20.39	0.12	1.00	ETS2^ENSG00000157557.10
HNSC	HNSC-CV-6961-TP	RNA	chr21	HPV16	chr21~38819768~+~HPV16~3389~+	22.16	20.39	0.12	1.00	ETS2^ENSG00000157557.10
HNSC	HNSC-CV-6961-TP	RNA	chr20	HPV16	chr20~17659553~+~HPV16~114~+	20.11	20.03	0.01	0.50	RRBP1^ENSG00000125844.14
CESC	CESC-EA-A1QT-TP	RNA	chr9	HPV16	chr9~5716204~+~HPV16~7035~-	15.66	27.14	-0.79	0.02	RIC1^ENSG00000107036.10,RP11-207C16.4^ENSG00000225408.1
CESC	CESC-EA-A1QT-TP	RNA	chr9	HPV16	chr9~5629454~+~HPV16~3357~+	15.66	16.15	-0.04	0.23	RIC1^ENSG00000107036.10
CESC	CESC-EA-A1QT-TP	RNA	chr9	HPV16	HPV16~2573~-~chr9~5727227~+	15.66	27.14	-0.79	0.02	RIC1^ENSG00000107036.10,RP11-207C16.4^ENSG00000225408.1
CESC	CESC-EA-A1QT-TP	RNA	chr11	HPV16	chr11~70206915~+~HPV16~1454~+	21.19	17.24	0.30	1.00	FADD^ENSG00000168040.4,RP11-805J14.5^ENSG00000254721.1
CESC	CESC-EA-A1QT-TP	RNA	chr9	HPV16	chr9~5690039~+~HPV16~3357~+	15.66	16.15	-0.04	0.23	RIC1^ENSG00000107036.10
CESC	CESC-EA-A1QT-TP	RNA	chr9	HPV16	chr9~5738539~+~HPV16~408~+	15.66	16.15	-0.04	0.23	RIC1^ENSG00000107036.10
CESC	CESC-EA-A1QT-TP	RNA	chr9	HPV16	HPV16~408~-~chr9~5737879~+	15.66	16.15	-0.04	0.24	RIC1^ENSG00000107036.10
CESC	CESC-EA-A1QT-TP	RNA	chr9	HPV16	chr9~5738539~+~HPV16~3357~+	15.66	16.15	-0.04	0.23	RIC1^ENSG00000107036.10
CESC	CESC-EA-A1QT-TP	RNA	chr9	HPV16	chr9~5714004~+~HPV16~470~+	15.66	27.14	-0.79	0.02	RIC1^ENSG00000107036.10,RP11-207C16.4^ENSG00000225408.1
CESC	CESC-EA-A1QT-TP	RNA	chr9	HPV16	HPV16~3374~-~chr9~5738919~+	15.66	16.15	-0.04	0.23	RIC1^ENSG00000107036.10
CESC	CESC-EA-A1QT-TP	RNA	chr9	HPV16	HPV16~5638~-~chr9~5737879~+	15.66	16.15	-0.04	0.23	RIC1^ENSG00000107036.10
CESC	CESC-EA-A1QT-TP	RNA	chr9	HPV16	HPV16~3357~-~chr9~5737879~+	15.66	16.15	-0.04	0.23	RIC1^ENSG00000107036.10
CESC	CESC-EA-A1QT-TP	RNA	chr9	HPV16	chr9~5732471~+~HPV16~407~+	15.66	16.15	-0.04	0.23	RIC1^ENSG00000107036.10
CESC	CESC-EA-A1QT-TP	RNA	chr9	HPV16	HPV16~3367~-~chr9~5629597~+	15.66	16.15	-0.04	0.23	RIC1^ENSG00000107036.10
CESC	CESC-EA-A1QT-TP	RNA	chr9	HPV16	chr9~5714004~+~HPV16~3357~+	15.66	27.14	-0.79	0.02	RIC1^ENSG00000107036.10,RP11-207C16.4^ENSG00000225408.1
HNSC	HNSC-IQ-A61I-TP	RNA	chr9	HPV35	chr9~129588609~+~HPV35~884~-	18.94	10.88	0.80	1.00	RP11-492E3.2^ENSG00000227619.1
CESC	CESC-VS-A9UO-TP	RNA	chr11	HPV18	chr11~102868070~+~HPV18~930~-	21.59	17.30	0.32	0.97	MMP12^ENSG00000262406.2
CESC	CESC-VS-A9UO-TP	RNA	chr11	HPV18	chr11~102868070~+~HPV18~234~-	21.59	17.30	0.32	0.97	MMP12^ENSG00000262406.2
CESC	CESC-VS-A9UO-TP	RNA	chr11	HPV18	chr11~102839244~+~HPV18~234~-	40.71	25.82	0.66	1.00	WTAPP1^ENSG00000255282.5,MMP3^ENSG00000149968.10
CESC	CESC-VS-A9UO-TP	RNA	chr11	HPV18	chr11~102789284~+~HPV18~3526~-	54.57	43.52	0.33	0.93	WTAPP1^ENSG00000255282.5,MMP10^ENSG00000166670.8,MMP1^ENSG00000196611.4
CESC	CESC-VS-A9UO-TP	RNA	chr11	HPV18	chr11~102868070~+~HPV18~3285~-	21.59	17.30	0.32	0.97	MMP12^ENSG00000262406.2
CESC	CESC-VS-A9UO-TP	RNA	chr11	HPV18	chr11~102867395~+~HPV18~1359~-	21.59	17.30	0.32	0.97	MMP12^ENSG00000262406.2
CESC	CESC-VS-A9UO-TP	RNA	chr11	HPV18	HPV18~2647~+~chr11~102789321~+	54.57	43.52	0.33	0.93	WTAPP1^ENSG00000255282.5,MMP10^ENSG00000166670.8,MMP1^ENSG00000196611.4
CESC	CESC-VS-A9UO-TP	RNA	chr11	HPV18	chr11~102838719~+~HPV18~240~-	40.71	25.82	0.66	1.00	WTAPP1^ENSG00000255282.5,MMP3^ENSG00000149968.10
CESC	CESC-VS-A9UO-TP	RNA	chr11	HPV18	chr11~102832909~+~HPV18~55~+	40.71	25.82	0.66	1.00	WTAPP1^ENSG00000255282.5,MMP3^ENSG00000149968.10
CESC	CESC-VS-A9UO-TP	RNA	chr1	HPV35	HPV35~884~+~chr1~151347631~+	33.19	31.71	0.07	0.84	RFX5^ENSG00000143390.16,RP11-126K1.8^ENSG00000224645.1,RP11-126K1.6^ENSG00000237976.1
CESC	CESC-VS-A9UO-TP	RNA	chr11	HPV18	chr11~102867395~+~HPV18~235~-	21.59	17.30	0.32	0.97	MMP12^ENSG00000262406.2
CESC	CESC-VS-A9UO-TP	RNA	chr11	HPV18	chr11~102866073~+~HPV18~912~-	21.59	17.30	0.32	0.97	MMP12^ENSG00000262406.2
CESC	CESC-DS-A1OB-TP	RNA	chr11	HPV31	chr11~33099718~+~HPV31~878~-	43.32	32.79	0.40	1.00	TCP11L1^ENSG00000176148.14,CSTF3^ENSG00000176102.10
CESC	CESC-DS-A1OB-TP	RNA	chr11	HPV31	chr11~33099151~+~HPV31~878~-	43.32	32.79	0.40	1.00	TCP11L1^ENSG00000176148.14,CSTF3^ENSG00000176102.10
CESC	CESC-DS-A1OB-TP	RNA	chr11	HPV31	chr11~33096980~+~HPV31~213~-	43.32	32.79	0.40	1.00	TCP11L1^ENSG00000176148.14,CSTF3^ENSG00000176102.10
CESC	CESC-DS-A1OB-TP	RNA	chr11	HPV31	chr11~33085774~+~HPV31~519~-	81.32	63.72	0.35	1.00	TCP11L1^ENSG00000176148.14,PIGCP1^ENSG00000213713.3,LINC00294^ENSG00000280798.1,CSTF3^ENSG00000176102.10
CESC	CESC-DS-A1OB-TP	RNA	chr11	HPV31	chr11~33085239~+~HPV31~1287~-	81.32	63.72	0.35	1.00	TCP11L1^ENSG00000176148.14,PIGCP1^ENSG00000213713.3,LINC00294^ENSG00000280798.1,CSTF3^ENSG00000176102.10
CESC	CESC-DS-A1OB-TP	RNA	chr11	HPV31	chr11~33102093~+~HPV31~2407~-	43.32	32.79	0.40	1.00	TCP11L1^ENSG00000176148.14,CSTF3^ENSG00000176102.10
CESC	CESC-DS-A1OB-TP	RNA	chr11	HPV31	chr11~33099718~+~HPV31~211~-	43.32	32.79	0.40	1.00	TCP11L1^ENSG00000176148.14,CSTF3^ENSG00000176102.10
CESC	CESC-DS-A1OB-TP	RNA	chr11	HPV31	chr11~33092342~+~HPV31~872~-	43.32	32.79	0.40	1.00	TCP11L1^ENSG00000176148.14,CSTF3^ENSG00000176102.10
CESC	CESC-DS-A1OB-TP	RNA	chr11	HPV31	chr11~33099153~+~HPV31~213~-	43.32	32.79	0.40	1.00	TCP11L1^ENSG00000176148.14,CSTF3^ENSG00000176102.10
CESC	CESC-DS-A1OB-TP	RNA	chr11	HPV31	HPV31~3294~-~chr11~33061681~+	19.96	15.20	0.39	1.00	TCP11L1^ENSG00000176148.14
CESC	CESC-DS-A1OB-TP	RNA	chr11	HPV31	chr11~33096411~+~HPV31~1176~-	43.32	32.79	0.40	1.00	TCP11L1^ENSG00000176148.14,CSTF3^ENSG00000176102.10
CESC	CESC-DS-A1OB-TP	RNA	chr21	HPV31	HPV31~100~-~chr21~8443587~+	24.68	9.05	1.45	0.90	FP236383.7^ENSG00000276737.1,FP236383.5^ENSG00000275783.1,FP236383.1^ENSG00000274519.1,CH507-513H4.3^ENSG00000281181.1,RNA5-8S5^ENSG00000278189.1,FP236383.9^ENSG00000276924.1,FP236383.12^ENSG00000277644.1,FP236383.3^ENSG00000274735.1
CESC	CESC-DS-A1OB-TP	RNA	chr21	HPV31	HPV31~100~-~chr21~8399352~+	19.97	12.37	0.69	0.78	CH507-528H12.1^ENSG00000280441.1,FP236383.8^ENSG00000276796.1,FP236383.6^ENSG00000276322.1,FP236383.11^ENSG00000277244.1,CH507-513H4.4^ENSG00000280614.1,RNA5-8S5^ENSG00000275215.1,FP236383.4^ENSG00000275209.1,FP236383.10^ENSG00000277105.1
CESC	CESC-DS-A1OB-TP	RNA	chr21	HPV31	HPV31~100~-~chr21~8260547~+	25.85	14.99	0.79	0.90	FP671120.5^ENSG00000276104.1,FP671120.1^ENSG00000274426.1,CH507-513H4.5^ENSG00000281383.1,RNA5-8S5^ENSG00000277739.1,FP671120.6^ENSG00000278047.1
CESC	CESC-DS-A1OB-TP	RNA	chr21	HPV31	HPV31~100~-~chr21~8216318~+	21.83	19.95	0.13	0.66	CH507-513H4.1^ENSG00000278996.1,FP671120.2^ENSG00000275252.1,MIR3648-2^ENSG00000275708.1,MIR3687-2^ENSG00000277437.1,CH507-513H4.6^ENSG00000280800.1,RNA5-8S5^ENSG00000278233.1,FP671120.7^ENSG00000278597.1,FP671120.4^ENSG00000275530.1
CESC	CESC-DS-A1OB-TP	RNA	chr11	HPV31	HPV31~881~+~chr11~33098741~+	43.32	32.79	0.40	1.00	TCP11L1^ENSG00000176148.14,CSTF3^ENSG00000176102.10
LIHC	LIHC-DD-AAEE-TP	RNA	chr16	HBV	chr16~56942333~+~NC_003977_3182nt_Hepatitis_B_virus~1693~-	57.51	45.68	0.33	1.00	HERPUD1^ENSG00000051108.13,RP11-325K4.3^ENSG00000261270.1,RP11-325K4.2^ENSG00000261114.1
LIHC	LIHC-DD-AAEE-TP	RNA	chr16	HBV	NC_003977_3182nt_Hepatitis_B_virus~340~-~chr16~56943125~+	57.51	45.68	0.33	1.00	HERPUD1^ENSG00000051108.13,RP11-325K4.3^ENSG00000261270.1,RP11-325K4.2^ENSG00000261114.1
LIHC	LIHC-DD-AAEE-TP	RNA	chr16	HBV	NC_003977_3182nt_Hepatitis_B_virus~2694~-~chr16~56943085~+	57.51	45.68	0.33	1.00	HERPUD1^ENSG00000051108.13,RP11-325K4.3^ENSG00000261270.1,RP11-325K4.2^ENSG00000261114.1
