Chromosome	hotspot_coord	hotspot	hotspot_sample_counts	proj_label	viruses	insert_genes	insert_gene_count
chr2	130130068	chr2:130130068	3	CCLE,GTEx,NATGEN2015	NC_001702_8135nt_Murine_type_C_retrovirus,Eppstein-Barr,HPV16	AC018804.6	1
chr2	130352975	chr2:130352975	3	CCLE,GTEx,NATGEN2015	HPV16,Eppstein-Barr	IMP4	2
chr2	130593992	chr2:130593992	3	CCLE,NATGEN2015,TCGA^LIHC	NC_001702_8135nt_Murine_type_C_retrovirus,HPV16,HBV	AC013269.5	1
chr2	131012212	chr2:131012212	3	CCLE,GTEx,NATGEN2015	Eppstein-Barr,HPV33,NC_001501_8332nt_Moloney_murine_leukemia_virus	ARHGEF4	2
chr2	131517468	chr2:131517468	3	CCLE,NATGEN2015	NC_001702_8135nt_Murine_type_C_retrovirus,HPV33,HPV16	MED15P4~RNU6-617P	1
chr2	134250992	chr2:134250992	3	CCLE,NATGEN2015	HPV16,NC_001501_8332nt_Moloney_murine_leukemia_virus	MGAT5	3
chr2	170967403	chr2:170967403	3	CCLE,NATGEN2015	HPV18,NC_001501_8332nt_Moloney_murine_leukemia_virus,Eppstein-Barr	GORASP2	2
chr2	177231070	chr2:177231070	3	CCLE,NATGEN2015,TCGA^LIHC	HPV16,NC_001436_8507nt_Human_T_cell_leukemia_virus_type_I,HBV	AC079305.8	1
chr2	201025128	chr2:201025128	3	CCLE,GTEx,NATGEN2015	Eppstein-Barr,HPV16,NC_001501_8332nt_Moloney_murine_leukemia_virus	AC005037.3;FAM126B	1
chr2	203223708	chr2:203223708	3	CCLE,NATGEN2015	HPV16,HPV58,NC_001702_8135nt_Murine_type_C_retrovirus	CYP20A1	1
chr2	213028836	chr2:213028836	3	CCLE,NATGEN2015	NC_001436_8507nt_Human_T_cell_leukemia_virus_type_I,HPV33,HPV18	IKZF2	2
chr20	36540345	chr20:36540345	3	CCLE,NATGEN2015,TCGA^CESC	Eppstein-Barr,HPV33,HPV16	DLGAP4;DLGAP4-AS1	2
chr21	5127258	chr21:5127258	3	CCLE,NATGEN2015	NC_009333_137969nt_Human_gammaherpesvirus_8,HPV16,HPV33	CH507-9B2.5	1
chr21	18880261	chr21:18880261	3	CCLE,GTEx	HPV18,NC_001436_8507nt_Human_T_cell_leukemia_virus_type_I,Eppstein-Barr	PPIAP22	2
chr21	25356201	chr21:25356201	3	CCLE,NATGEN2015	NC_001702_8135nt_Murine_type_C_retrovirus,NC_001501_8332nt_Moloney_murine_leukemia_virus,HPV16	RPL13AP7	2
chr21	38773187	chr21:38773187	3	CCLE,NATGEN2015,TCGA^HNSC	HPV16,NC_001501_8332nt_Moloney_murine_leukemia_virus	ERG~LINC00114	1
chr21	41439768	chr21:41439768	3	CCLE,GTEx,NATGEN2015	NC_001702_8135nt_Murine_type_C_retrovirus,HPV16,Eppstein-Barr	MX1	1
chr22	17877312	chr22:17877312	3	CCLE,NATGEN2015,TCGA^CESC	HPV58,NC_007815_8197nt_PreXMRV_1,HPV11	MICAL3	3
chr22	20475977	chr22:20475977	3	CCLE,TCGA^CESC	Eppstein-Barr,HPV16,HPV18	MED15	2
chr22	26600932	chr22:26600932	3	CCLE,NATGEN2015	HPV16,NC_001702_8135nt_Murine_type_C_retrovirus	CRYBA4~ISCA2P1	1
chr22	37669981	chr22:37669981	3	CCLE,GTEx	Eppstein-Barr,NC_009333_137969nt_Human_gammaherpesvirus_8	NOL12	1
chr22	45339745	chr22:45339745	3	CCLE,NATGEN2015	HPV16,NC_001702_8135nt_Murine_type_C_retrovirus,HPV11	FAM118A	2
chr22	48958638	chr22:48958638	3	CCLE,NATGEN2015	HPV16,NC_001702_8135nt_Murine_type_C_retrovirus,HPV58	LINC01310~RPL35P8	3
chr3	43633002	chr3:43633002	3	CCLE,NATGEN2015,TCGA^LIHC	HPV16,NC_001501_8332nt_Moloney_murine_leukemia_virus,HBV	ANO10	3
chr3	71113575	chr3:71113575	3	CCLE,NATGEN2015	HPV16,HPV58,NC_000858_9028nt_Simian_T_lymphotropic_virus_1	FOXP1	3
chr3	138830145	chr3:138830145	3	CCLE,NATGEN2015	HPV16,NC_001702_8135nt_Murine_type_C_retrovirus,HPV33	EEF1A1P25~ATP5G1P3	1
chr3	154577646	chr3:154577646	3	CCLE,NATGEN2015,TCGA^CESC	HPV16,HPV59,HPV18	RP11-656A15.1~CTD-2501O3.2	3
chr3	183963413	chr3:183963413	3	CCLE,NATGEN2015	NC_001501_8332nt_Moloney_murine_leukemia_virus,HPV11,HPV16	ABCC5	3
chr3	185370273	chr3:185370273	3	CCLE,GTEx,NATGEN2015	NC_001702_8135nt_Murine_type_C_retrovirus,Eppstein-Barr,HPV16	MAP3K13;RPL4P4	2
chr3	193659610	chr3:193659610	3	CCLE,NATGEN2015	HPV16,HPV33,NC_001702_8135nt_Murine_type_C_retrovirus	OPA1-AS1;OPA1	1
chr4	75962758	chr4:75962758	3	CCLE,GTEx,NATGEN2015	Eppstein-Barr,NC_001702_8135nt_Murine_type_C_retrovirus,HPV16	CXCL10;ART3	1
chr4	87893416	chr4:87893416	3	CCLE,GTEx	Eppstein-Barr,NC_001702_8135nt_Murine_type_C_retrovirus	HSP90AB3P	3
chr4	94705887	chr4:94705887	3	CCLE,NATGEN2015	NC_001501_8332nt_Moloney_murine_leukemia_virus,HPV16	BMPR1B	1
chr4	108244300	chr4:108244300	3	CCLE,NATGEN2015	Eppstein-Barr,HPV16,HPV11	LEF1-AS1~RPSAP34	2
chr4	141711553	chr4:141711553	3	CCLE,NATGEN2015	HPV16,NC_000858_9028nt_Simian_T_lymphotropic_virus_1,NC_001436_8507nt_Human_T_cell_leukemia_virus_type_I	IL15	2
chr4	150277754	chr4:150277754	3	CCLE,GTEx,NATGEN2015	HPV16,Eppstein-Barr,NC_001501_8332nt_Moloney_murine_leukemia_virus	LRBA	2
chr4	151407495	chr4:151407495	3	CCLE,NATGEN2015,TCGA^LIHC	HBV,NC_001702_8135nt_Murine_type_C_retrovirus,HPV16	FAM160A1	2
chr4	165972658	chr4:165972658	3	CCLE,NATGEN2015	HPV16,NC_001501_8332nt_Moloney_murine_leukemia_virus	TLL1	3
chr5	76153803	chr5:76153803	3	CCLE,NATGEN2015	NC_001436_8507nt_Human_T_cell_leukemia_virus_type_I,HPV16	SV2C	3
chr5	80315273	chr5:80315273	3	CCLE,GTEx,TCGA^CESC	HPV18,NC_001436_8507nt_Human_T_cell_leukemia_virus_type_I,Eppstein-Barr	CTC-512J14.7	1
chr5	115934410	chr5:115934410	3	CCLE,NATGEN2015	HPV16,NC_001702_8135nt_Murine_type_C_retrovirus	AP3S1	1
chr5	133695452	chr5:133695452	3	CCLE,NATGEN2015	HPV33,NC_001702_8135nt_Murine_type_C_retrovirus,HPV16	CTB-3M24.1~AC005178.1	3
chr5	133989663	chr5:133989663	3	CCLE,GTEx,NATGEN2015	NC_001501_8332nt_Moloney_murine_leukemia_virus,HPV16,Eppstein-Barr	C5orf15	1
chr5	134116852	chr5:134116852	3	CCLE,GTEx,NATGEN2015	HPV16,Eppstein-Barr	TCF7	2
chr5	147584946	chr5:147584946	3	CCLE,NATGEN2015	HPV16,NC_001702_8135nt_Murine_type_C_retrovirus,NC_007815_8197nt_PreXMRV_1	DPYSL3~JAKMIP2-AS1	1
chr5	150543914	chr5:150543914	3	CCLE,GTEx,TCGA^CESC	HPV16,NC_001501_8332nt_Moloney_murine_leukemia_virus,Eppstein-Barr	NDST1	2
chr6	4093767	chr6:4093767	3	CCLE,GTEx,NATGEN2015	Eppstein-Barr,HPV18,NC_001501_8332nt_Moloney_murine_leukemia_virus	C6orf201	1
chr6	36705058	chr6:36705058	3	CCLE,NATGEN2015	NC_001501_8332nt_Moloney_murine_leukemia_virus,HPV33,HPV16	CDKN1A	1
chr6	41926257	chr6:41926257	3	CCLE,GTEx	Eppstein-Barr	BYSL	1
chr6	42947908	chr6:42947908	3	CCLE,GTEx	NC_001501_8332nt_Moloney_murine_leukemia_virus,Eppstein-Barr	CNPY3	1
chr6	93580654	chr6:93580654	3	CCLE,NATGEN2015	HPV16,HPV31,HPV18	EPHA7~RP11-64I5.1	3
chr6	137661324	chr6:137661324	3	CCLE,NATGEN2015,TCGA^LIHC	HBV,NC_001436_8507nt_Human_T_cell_leukemia_virus_type_I,HPV16	BTF3L4P3~RP11-95M15.1	2
chr6	145772874	chr6:145772874	3	CCLE,GTEx,NATGEN2015	HPV11,Eppstein-Barr	FBXO30;RP11-545I5.3	1
chr6	169281969	chr6:169281969	3	CCLE,NATGEN2015	HPV16,NC_001501_8332nt_Moloney_murine_leukemia_virus,HPV33	VTA1P1~RP1-137D17.1	2
chr7	1518770	chr7:1518770	3	CCLE,GTEx	Eppstein-Barr,NC_001362_8323nt_Friend_murine_leukemia_virus	INTS1	1
chr7	32637404	chr7:32637404	3	CCLE,NATGEN2015,TCGA^CESC	NC_001436_8507nt_Human_T_cell_leukemia_virus_type_I,HPV16	DPY19L1P1	3
chr7	32864641	chr7:32864641	3	CCLE,GTEx,NATGEN2015	NC_001436_8507nt_Human_T_cell_leukemia_virus_type_I,Eppstein-Barr,HPV58	DPY19L1P2	1
chr7	34970970	chr7:34970970	3	CCLE,NATGEN2015,TCGA^LIHC	NC_001436_8507nt_Human_T_cell_leukemia_virus_type_I,HPV58,HBV	DPY19L1~DPY19L2P1	2
chr7	79923209	chr7:79923209	3	CCLE,NATGEN2015	HPV16,NC_001501_8332nt_Moloney_murine_leukemia_virus	RNA5SP234~RNU6-849P	2
chr7	92053380	chr7:92053380	3	CCLE,NATGEN2015	HPV16,Eppstein-Barr	AKAP9	3
chr7	96596576	chr7:96596576	3	CCLE,NATGEN2015,TCGA^HNSC	HPV18,HPV33	SHFM1	2
chr7	102471384	chr7:102471384	3	CCLE,GTEx,NATGEN2015	Eppstein-Barr,NC_007815_8197nt_PreXMRV_1,HPV33	RASA4B	2
chr7	102574173	chr7:102574173	3	CCLE,GTEx,NATGEN2015	NC_001806_152222nt_Human_alphaherpesvirus_1,NC_007815_8197nt_PreXMRV_1,HPV33	RASA4	3
chr7	103087961	chr7:103087961	3	CCLE,NATGEN2015	NC_001501_8332nt_Moloney_murine_leukemia_virus,HPV11,HPV16	NAPEPLD	2
chr7	112470650	chr7:112470650	3	CCLE,NATGEN2015	HPV33,NC_001702_8135nt_Murine_type_C_retrovirus,HPV16	IFRD1	1
chr7	134922080	chr7:134922080	3	CCLE,NATGEN2015	HPV16,NC_001501_8332nt_Moloney_murine_leukemia_virus	CALD1	3
chr7	137513942	chr7:137513942	3	CCLE	NC_001702_8135nt_Murine_type_C_retrovirus,NC_007815_8197nt_PreXMRV_1	RPL41;DGKI	3
chr8	60583840	chr8:60583840	3	CCLE,NATGEN2015,TCGA^CESC	HPV18,HPV33,NC_001501_8332nt_Moloney_murine_leukemia_virus	RAB2A	3
chr8	79915455	chr8:79915455	3	CCLE,NATGEN2015,TCGA^CESC	HPV16,HPV33,NC_001702_8135nt_Murine_type_C_retrovirus	MRPS28	2
chr8	82246788	chr8:82246788	3	CCLE,NATGEN2015,TCGA^LIHC	HPV16,NC_001501_8332nt_Moloney_murine_leukemia_virus,HBV	HNRNPA1P4	1
chr8	97903720	chr8:97903720	3	CCLE,NATGEN2015	HPV16,NC_001501_8332nt_Moloney_murine_leukemia_virus	MATN2	2
chr8	98045390	chr8:98045390	3	CCLE,GTEx	Eppstein-Barr	RPL30	3
chr8	106109350	chr8:106109350	3	CCLE,NATGEN2015	HPV16,NC_001501_8332nt_Moloney_murine_leukemia_virus,HPV18	Y_RNA~SLC16A14P1	2
chr8	133195029	chr8:133195029	3	CCLE,NATGEN2015	HPV18,NC_001702_8135nt_Murine_type_C_retrovirus,HPV16	NDRG1	2
chr8	134733343	chr8:134733343	3	CCLE,NATGEN2015	HPV16,NC_001702_8135nt_Murine_type_C_retrovirus	CTD-2342N23.1~AC083843.4	1
chr9	7525010	chr9:7525010	3	CCLE,NATGEN2015	HPV16,NC_001702_8135nt_Murine_type_C_retrovirus	RPL4P5~PPIAP33	2
chr9	9441426	chr9:9441426	3	CCLE,NATGEN2015	NC_001702_8135nt_Murine_type_C_retrovirus,NC_007815_8197nt_PreXMRV_1,HPV16	RN7SL5P;PTPRD	2
chr9	20746575	chr9:20746575	3	CCLE,NATGEN2015,TCGA^STAD	HPV16,NC_001501_8332nt_Moloney_murine_leukemia_virus,Eppstein-Barr	FOCAD	3
chr9	36807202	chr9:36807202	3	CCLE,GTEx,NATGEN2015	HPV16,Eppstein-Barr	PAX5	2
chr9	89049013	chr9:89049013	3	CCLE,GTEx,NATGEN2015	NC_001436_8507nt_Human_T_cell_leukemia_virus_type_I,NC_000858_9028nt_Simian_T_lymphotropic_virus_1,Eppstein-Barr,HPV59	SHC3	3
chr9	110255080	chr9:110255080	3	CCLE,GTEx,NATGEN2015	HPV16,Eppstein-Barr,NC_001501_8332nt_Moloney_murine_leukemia_virus	TXN	2
chr9	136135898	chr9:136135898	3	CCLE,GTEx,NATGEN2015	HPV33,NC_001501_8332nt_Moloney_murine_leukemia_virus,Eppstein-Barr	C9orf69	2
chrX	916704	chrX:916704	3	CCLE,NATGEN2015	HPV16,HPV18,HPV33	SHOX~RP11-309M23.1	3
chrX	44740247	chrX:44740247	3	CCLE,NATGEN2015	HPV16,NC_001702_8135nt_Murine_type_C_retrovirus	RN7SL291P~DUSP21	1
chrX	46461585	chrX:46461585	3	CCLE,NATGEN2015	NC_001702_8135nt_Murine_type_C_retrovirus,HPV16,Eppstein-Barr	GAPDHP65	2
chrX	56697484	chrX:56697484	3	CCLE,NATGEN2015	HPV18,HPV33,HPV16	LINC01420	2
chrX	70946647	chrX:70946647	3	CCLE,GTEx,NATGEN2015	Eppstein-Barr,NC_001501_8332nt_Moloney_murine_leukemia_virus,HPV16	RPS23P8	2
chrX	72281084	chrX:72281084	3	CCLE,GTEx,NATGEN2015	Eppstein-Barr,NC_001702_8135nt_Murine_type_C_retrovirus,HPV58	PIN4;RPS4X	2
chrX	73815908	chrX:73815908	3	CCLE,NATGEN2015	HPV16,NC_001501_8332nt_Moloney_murine_leukemia_virus	CHIC1~SEPHS1P4	1
chrX	119789435	chrX:119789435	3	CCLE,GTEx	Eppstein-Barr,NC_001702_8135nt_Murine_type_C_retrovirus,NC_001501_8332nt_Moloney_murine_leukemia_virus	RPL39	3
chrX	120979984	chrX:120979984	3	CCLE,NATGEN2015	HPV16,Eppstein-Barr	CT47A1	1
chrX	156006638	chrX:156006638	3	CCLE,TCGA^CESC	NC_000858_9028nt_Simian_T_lymphotropic_virus_1,HPV16,NC_001436_8507nt_Human_T_cell_leukemia_virus_type_I	IL9R	3
chrY	916704	chrY:916704	3	CCLE,NATGEN2015	HPV16,HPV18,HPV33	SHOX~RP11-309M23.1	3
chrY	7070658	chrY:7070658	3	CCLE,NATGEN2015	NC_001501_8332nt_Moloney_murine_leukemia_virus,HPV18,HPV33	GPR143P~RN7SKP282	2
chrY	57193158	chrY:57193158	3	CCLE,TCGA^CESC	HPV16,NC_001436_8507nt_Human_T_cell_leukemia_virus_type_I,NC_000858_9028nt_Simian_T_lymphotropic_virus_1	IL9R	3
chr1	10296271	chr1:10296271	3	GTEx,GTEx,NATGEN2015	HPV16,NC_001806_152222nt_Human_alphaherpesvirus_1	KIF1B	2
chr1	24683342	chr1:24683342	3	GTEx,NATGEN2015	Eppstein-Barr,HPV16	SRRM1	2
chr1	24911488	chr1:24911488	3	GTEx,NATGEN2015	HPV16,Eppstein-Barr	RUNX3	3
chr1	26261610	chr1:26261610	3	GTEx,NATGEN2015	HPV16,Eppstein-Barr	CEP85	1
chr1	26791018	chr1:26791018	3	GTEx,NATGEN2015,TCGA^CESC	HPV18,HPV16,Eppstein-Barr	ARID1A	2
chr1	30749164	chr1:30749164	3	GTEx,NATGEN2015	HPV58,Eppstein-Barr,HPV33	LAPTM5	1
chr1	31589574	chr1:31589574	3	GTEx,NATGEN2015	HPV16,Eppstein-Barr	HCRTR1;PEF1	1
chr1	37852433	chr1:37852433	3	GTEx,TCGA^CESC	Eppstein-Barr,HPV18	INPP5B	1
chr1	38009405	chr1:38009405	3	GTEx,TCGA^CESC	Eppstein-Barr,HPV16	UTP11L	2
chr1	44190390	chr1:44190390	3	GTEx,NATGEN2015	HPV16,Eppstein-Barr,HPV11	DMAP1	1
chr1	44772309	chr1:44772309	3	GTEx,NATGEN2015	HPV16,Eppstein-Barr	RPS8	2
chr1	46728764	chr1:46728764	3	GTEx,NATGEN2015	Eppstein-Barr,HPV16	CYP4B1	1
chr1	48196338	chr1:48196338	3	GTEx,GTEx,GTEx	NC_001806_152222nt_Human_alphaherpesvirus_1	SKINTL~RP5-1024N4.2	3
chr1	52676297	chr1:52676297	3	GTEx,NATGEN2015	HPV16,Eppstein-Barr,HPV33	COA7	1
chr1	54243527	chr1:54243527	3	GTEx,NATGEN2015	Eppstein-Barr,HPV58	SSBP3	2
chr1	67414160	chr1:67414160	3	GTEx,NATGEN2015	HPV33,Eppstein-Barr	SERBP1	2
chr1	143696367	chr1:143696367	3	GTEx,GTEx,NATGEN2015	HPV16,NC_001806_152222nt_Human_alphaherpesvirus_1	RNVU1-18	2
chr1	153724371	chr1:153724371	3	GTEx,NATGEN2015,TCGA^CESC	HPV16,Eppstein-Barr,HPV33	INTS3	2
chr1	154965571	chr1:154965571	3	GTEx,NATGEN2015,TCGA^CESC	HPV16,Eppstein-Barr	DCST2	1
chr1	159918504	chr1:159918504	3	GTEx	Eppstein-Barr	TAGLN2	3
chr1	160775187	chr1:160775187	3	GTEx,NATGEN2015	Eppstein-Barr,HPV16	LY9	1
chr1	181093772	chr1:181093772	3	GTEx,NATGEN2015,TCGA^CESC	HPV16,Eppstein-Barr,HPV33	GM140	1
chr1	203164754	chr1:203164754	3	GTEx,NATGEN2015,TCGA^LIHC	HPV16,Eppstein-Barr,HBV	ADORA1	1
chr1	206566577	chr1:206566577	3	GTEx,NATGEN2015	Eppstein-Barr,HPV16	RASSF5;EIF2D	3
chr1	234608430	chr1:234608430	3	GTEx,NATGEN2015	HPV16,Eppstein-Barr	IRF2BP2;RP4-781K5.2	3
chr10	11212110	chr10:11212110	3	GTEx,NATGEN2015,TCGA^CESC	HPV16,Eppstein-Barr	CELF2	3
chr10	11577833	chr10:11577833	3	GTEx,NATGEN2015	HPV16,Eppstein-Barr,HPV11	USP6NL	2
chr10	13217369	chr10:13217369	3	GTEx,GTEx,GTEx	NC_001806_152222nt_Human_alphaherpesvirus_1	RNU6-1~UCMA	3
chr10	26738233	chr10:26738233	3	GTEx,NATGEN2015	HPV33,Eppstein-Barr,HPV16	ABI1	2
chr10	45413748	chr10:45413748	3	GTEx,TCGA^CESC	Eppstein-Barr,HPV16	ALOX5	2
chr10	69180960	chr10:69180960	3	GTEx,NATGEN2015	HPV16,Eppstein-Barr,HPV33	RP11-227H15.4;HKDC1	1
chr10	73530101	chr10:73530101	3	GTEx,NATGEN2015,TCGA^LIHC	HBV,HPV16,NC_001806_152222nt_Human_alphaherpesvirus_1	USP54	2
chr10	93527856	chr10:93527856	3	GTEx,NATGEN2015	HPV11,HPV33,Eppstein-Barr	CEP55	2
chr10	97475861	chr10:97475861	3	GTEx,NATGEN2015	HPV16,Eppstein-Barr	EXOSC1	1
chr10	101789269	chr10:101789269	3	GTEx,NATGEN2015	HPV33,Eppstein-Barr	MGEA5	2
chr10	110916121	chr10:110916121	3	GTEx,NATGEN2015	Eppstein-Barr,HPV16,HPV11	BBIP1	1
chr10	118680656	chr10:118680656	3	GTEx,NATGEN2015	Eppstein-Barr,HPV16	TOMM22P5~RP11-427L15.2	2
chr10	119442410	chr10:119442410	3	GTEx,NATGEN2015	HPV33,Eppstein-Barr,HPV11	GRK5	3
chr10	133237743	chr10:133237743	3	GTEx,NATGEN2015	HPV16,Eppstein-Barr	ADAM8	2
chr11	1576819	chr11:1576819	3	GTEx,NATGEN2015,TCGA^STAD	Eppstein-Barr,HPV33	DUSP8	1
chr11	2353081	chr11:2353081	3	GTEx,NATGEN2015	Eppstein-Barr,HPV16	ASCL2~C11orf21	1
chr11	6193078	chr11:6193078	3	GTEx,NATGEN2015	HPV11,Eppstein-Barr,HPV16	FAM160A2	1
chr11	6606502	chr11:6606502	3	GTEx	Eppstein-Barr	ILK;TAF10	1
chr11	8001127	chr11:8001127	3	GTEx,NATGEN2015	Eppstein-Barr,HPV16	EIF3F	2
chr11	8667483	chr11:8667483	3	GTEx,NATGEN2015	Eppstein-Barr,HPV16	RPL27A	2
chr11	18563606	chr11:18563606	3	GTEx,NATGEN2015	HPV16,Eppstein-Barr	SPTY2D1-AS1;SPTY2D1	1
chr11	22854162	chr11:22854162	3	GTEx,NATGEN2015	HPV16,Eppstein-Barr	RP11-17A1.3	2
chr11	47227037	chr11:47227037	3	GTEx,TCGA^LIHC	HBV,Eppstein-Barr	DDB2	2
chr11	57452072	chr11:57452072	3	GTEx,NATGEN2015	HPV16,Eppstein-Barr	SLC43A1	2
chr11	57632983	chr11:57632983	3	GTEx,NATGEN2015,TCGA^CESC	HPV16,Eppstein-Barr	SERPING1	1
chr11	62068665	chr11:62068665	3	GTEx,NATGEN2015,TCGA^CESC	Eppstein-Barr,HPV33,HPV18	RP11-810P12.1~RP11-810P12.6	2
chr11	74025184	chr11:74025184	3	GTEx,NATGEN2015,TCGA^HNSC	Eppstein-Barr,HPV16	C2CD3	2
chr11	88304945	chr11:88304945	3	GTEx,NATGEN2015	HPV16,Eppstein-Barr	CTSC	2
chr11	117180025	chr11:117180025	3	GTEx,NATGEN2015	Eppstein-Barr,HPV16	PAFAH1B2	2
chr11	119350670	chr11:119350670	3	GTEx,NATGEN2015	Eppstein-Barr,HPV16,HPV11	USP2-AS1	2
chr11	121075618	chr11:121075618	3	GTEx,NATGEN2015	HPV16,HPV11,Eppstein-Barr	TECTA	2
chr12	12433238	chr12:12433238	3	GTEx,GTEx,TCGA^LIHC	NC_001806_152222nt_Human_alphaherpesvirus_1,HBV,Eppstein-Barr	LOH12CR1	2
chr12	12760760	chr12:12760760	3	GTEx,NATGEN2015	Eppstein-Barr,HPV16	APOLD1	2
chr12	14770656	chr12:14770656	3	GTEx,NATGEN2015	HPV16,Eppstein-Barr	WBP11	2
chr12	26800640	chr12:26800640	3	GTEx,TCGA^CESC,TCGA^LIHC	HBV,Eppstein-Barr,HPV16	ITPR2	3
chr12	31830476	chr12:31830476	3	GTEx,TCGA^CESC	HPV16,HPV58,NC_001806_152222nt_Human_alphaherpesvirus_1	H3F3C	1
chr12	42445976	chr12:42445976	3	GTEx,NATGEN2015	Eppstein-Barr,HPV58	PPHLN1	3
chr12	76075004	chr12:76075004	3	GTEx,NATGEN2015	HPV16,Eppstein-Barr,HPV33	NAP1L1	2
chr12	98569729	chr12:98569729	3	GTEx	Eppstein-Barr	SLC25A3	2
chr12	107648352	chr12:107648352	3	GTEx,NATGEN2015	HPV16,Eppstein-Barr	BTBD11;RP11-128P10.1	1
chr12	108643148	chr12:108643148	3	GTEx,NATGEN2015	Eppstein-Barr,HPV16	CORO1C	2
chr12	110511384	chr12:110511384	3	GTEx,NATGEN2015	Eppstein-Barr,HPV16	PPTC7	1
chr12	121303809	chr12:121303809	3	GTEx,NATGEN2015	HPV16,Eppstein-Barr	ANAPC5	2
chr12	121464804	chr12:121464804	3	GTEx	Eppstein-Barr	KDM2B	3
chr12	121754090	chr12:121754090	3	GTEx,NATGEN2015,TCGA^CESC	HPV16,HPV33,Eppstein-Barr	TMEM120B	3
chr12	124060434	chr12:124060434	3	GTEx,NATGEN2015,TCGA^CESC	HPV18,HPV33,Eppstein-Barr	FAM101A	2
chr12	130924781	chr12:130924781	3	GTEx,NATGEN2015	HPV16,Eppstein-Barr,HPV33	GPR133	1
chr12	131931351	chr12:131931351	3	GTEx,NATGEN2015	HPV33,Eppstein-Barr,HPV16	PUS1	1
chr13	23371800	chr13:23371800	3	GTEx,NATGEN2015	HPV16,Eppstein-Barr	SACS	2
chr13	25368854	chr13:25368854	3	GTEx,NATGEN2015	HPV16,Eppstein-Barr	ATP8A2	1
chr13	28311970	chr13:28311970	3	GTEx,NATGEN2015,TCGA^CESC	HPV16,Eppstein-Barr	FLT1	2
chr13	40954647	chr13:40954647	3	GTEx,NATGEN2015,TCGA^LIHC	Eppstein-Barr,HPV16,HBV	ELF1	3
chr13	72809265	chr13:72809265	3	GTEx,NATGEN2015	HPV16,Eppstein-Barr	PIBF1	2
chr13	99363298	chr13:99363298	3	GTEx,NATGEN2015	HPV16,Eppstein-Barr,HPV33	UBAC2	2
chr13	104228779	chr13:104228779	3	GTEx,GTEx,GTEx	NC_001806_152222nt_Human_alphaherpesvirus_1	ATP6V1G1P7~RPL7P45	3
chr13	110629619	chr13:110629619	3	GTEx,NATGEN2015	Eppstein-Barr,HPV16	CARKD	1
chr14	20425009	chr14:20425009	3	GTEx,NATGEN2015	HPV16,Eppstein-Barr	APEX1	1
chr14	22889688	chr14:22889688	3	GTEx,NATGEN2015	HPV16,HPV33,Eppstein-Barr	MMP14	1
chr14	24330549	chr14:24330549	3	GTEx,NATGEN2015	HPV16,Eppstein-Barr	LTB4R2;LTB4R	2
chr14	28306318	chr14:28306318	3	GTEx,NATGEN2015,TCGA^CESC	HPV16,Eppstein-Barr	CTD-2591A6.2	2
chr14	50753142	chr14:50753142	3	GTEx,NATGEN2015,TCGA^CESC	Eppstein-Barr,HPV16	NIN	3
chr14	55369899	chr14:55369899	3	GTEx,NATGEN2015	Eppstein-Barr,HPV16	ATG14;RP11-454L9.2	1
chr14	69852479	chr14:69852479	3	GTEx,TCGA^LIHC	HBV,Eppstein-Barr	RPL7AP6;SMOC1	2
chr14	92692571	chr14:92692571	3	GTEx,NATGEN2015,TCGA^CESC	HPV16,Eppstein-Barr,HPV11	LGMN	2
chr14	94071565	chr14:94071565	3	GTEx,NATGEN2015	Eppstein-Barr,HPV16	DDX24	1
chr14	95008691	chr14:95008691	3	GTEx,NATGEN2015	Eppstein-Barr,HPV16	RP11-991C1.1~RP11-991C1.2	2
chr14	106675030	chr14:106675030	3	GTEx,TCGA^CESC	Eppstein-Barr,HPV31	IGH-@-ext;IGH@-ext	3
chr15	22797150	chr15:22797150	3	GTEx,NATGEN2015	HPV58,Eppstein-Barr	NIPA2	2
chr15	25498384	chr15:25498384	3	GTEx,NATGEN2015	Eppstein-Barr,HPV16,HPV11	AC124997.1	2
chr15	40290542	chr15:40290542	3	GTEx,NATGEN2015	Eppstein-Barr,HPV16	PLCB2	2
chr15	41009764	chr15:41009764	3	GTEx,NATGEN2015,TCGA^CESC	Eppstein-Barr,HPV16,HPV31	INO80	2
chr15	41543792	chr15:41543792	3	GTEx,NATGEN2015	HPV16,Eppstein-Barr,HPV33	RPAP1~TCEB1P2	2
chr15	59037791	chr15:59037791	3	GTEx,TCGA^CESC,TCGA^HNSC	HPV16,Eppstein-Barr	RNF111	3
chr15	74368654	chr15:74368654	3	GTEx,TCGA^LIHC	Eppstein-Barr,HBV	CCDC33	1
chr15	78945045	chr15:78945045	3	GTEx,NATGEN2015,TCGA^HNSC	HPV16,Eppstein-Barr	CTSH	1
chr15	80022901	chr15:80022901	3	GTEx,NATGEN2015	HPV16,Eppstein-Barr	BCL2A1	1
chr15	82507754	chr15:82507754	3	GTEx,NATGEN2015	HPV16,Eppstein-Barr	GOLGA6L17P~DNM1P38	1
chr15	85768582	chr15:85768582	3	GTEx,NATGEN2015,TCGA^LIHC	HPV33,HBV,Eppstein-Barr	AKAP13;RP11-158M2.3	2
chr15	90096608	chr15:90096608	3	GTEx,NATGEN2015	Eppstein-Barr,HPV16	CTD-2315E11.1	2
chr15	90476896	chr15:90476896	3	GTEx,TCGA^HNSC	Eppstein-Barr,HPV16	IQGAP1	3
